id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.065,1.145,0.055,141.667,100.000,386.111,561.111,75.000,N
2,0.055,0.815,-0.190,61.111,88.889,227.778,388.889,172.222,N
3,-0.390,1.125,-0.325,116.667,111.111,358.333,744.444,355.556,N
4,-0.040,1.465,0.020,47.222,97.222,247.222,591.667,152.778,N
5,0.415,1.900,0.505,136.111,102.778,302.778,655.556,63.889,N
6,0.665,1.620,0.985,63.889,88.889,191.667,430.556,225.000,N
7,0.840,1.530,0.565,100.000,113.889,336.111,633.333,202.778,N
8,0.590,-1.115,1.085,52.778,2.778,194.444,413.889,219.444,V
9,1.085,-1.430,0.605,130.556,0.000,219.444,325.000,88.889,V
10,0.605,1.095,0.235,197.222,108.333,388.889,416.667,91.667,N
11,0.235,1.330,0.250,52.778,88.889,350.000,391.667,25.000,N
12,0.250,1.290,0.085,50.000,91.667,247.222,369.444,22.222,N
13,0.085,1.340,-0.215,177.778,108.333,244.444,391.667,22.222,N
14,-0.415,1.050,-0.120,127.778,111.111,341.667,541.667,150.000,N
15,0.050,1.765,1.085,138.889,113.889,402.778,569.444,27.778,N
16,0.095,1.390,0.010,113.889,100.000,263.889,363.889,205.556,N
17,-0.025,1.830,0.530,63.889,113.889,391.667,694.444,330.556,N
18,0.530,-0.465,1.260,50.000,0.000,211.111,386.111,308.333,V
19,1.260,1.785,0.230,175.000,105.556,275.000,388.889,2.778,N
20,0.150,1.140,0.100,58.333,116.667,277.778,675.000,286.111,N
21,0.490,-1.115,-0.020,33.333,0.000,252.778,844.444,169.444,V
22,-0.010,0.690,0.160,72.222,88.889,200.000,505.556,338.889,N
23,0.075,1.125,-0.075,197.222,116.667,255.556,380.556,125.000,N
24,-0.485,0.955,-0.855,194.444,116.667,269.444,619.444,238.889,N
25,-0.865,0.920,-0.950,141.667,100.000,238.889,458.333,161.111,N
26,-0.810,1.105,-0.485,58.333,105.556,344.444,519.444,61.111,N
27,-0.190,1.690,0.160,58.333,105.556,391.667,597.222,77.778,N
28,0.160,1.715,0.310,61.111,113.889,258.333,402.778,194.444,N
29,0.195,1.830,0.135,61.111,113.889,386.111,655.556,252.778,N
30,0.135,1.935,0.020,141.667,108.333,313.889,472.222,183.333,N
31,-0.245,1.295,-0.250,69.444,113.889,386.111,650.000,177.778,N
32,-0.285,1.360,-0.285,91.667,111.111,283.333,769.444,119.444,N
33,-0.315,1.585,-0.290,119.444,113.889,269.444,647.222,122.222,N
34,-0.310,1.120,-0.165,69.444,113.889,272.222,930.556,283.333,N
35,-0.235,1.135,-0.300,141.667,111.111,280.556,855.556,75.000,N
36,-0.390,1.125,0.340,191.667,113.889,402.778,452.778,402.778,N
37,-0.390,1.015,-0.300,161.111,113.889,258.333,366.667,86.111,N
38,-0.470,1.420,-0.480,183.333,116.667,391.667,755.556,388.889,N
39,-0.345,1.380,-0.220,61.111,105.556,275.000,438.889,316.667,N
40,0.070,2.015,0.235,58.333,116.667,400.000,636.111,197.222,N
41,0.160,1.890,-0.255,188.889,116.667,336.111,930.556,294.444,N
42,-0.155,1.890,-0.065,58.333,116.667,297.222,661.111,269.444,N
43,-0.105,1.970,0.450,69.444,116.667,405.556,500.000,161.111,N
44,0.245,1.815,0.390,166.667,116.667,275.000,383.333,116.667,N
45,0.250,1.985,0.175,122.222,116.667,391.667,666.667,283.333,N
46,0.015,1.825,-0.075,108.333,113.889,347.222,775.000,108.333,N
47,-0.140,1.700,-0.095,58.333,113.889,277.778,602.778,172.222,N
48,-0.385,1.560,-0.250,75.000,108.333,377.778,913.889,311.111,N
49,-0.185,1.710,-0.285,100.000,116.667,269.444,925.000,11.111,N
50,-0.520,1.520,-0.400,163.889,113.889,291.667,697.222,227.778,N
51,-0.165,1.855,0.010,58.333,116.667,300.000,725.000,27.778,N
52,0.135,2.050,0.190,86.111,113.889,288.889,863.889,138.889,N
53,0.205,2.140,0.255,122.222,111.111,277.778,569.444,294.444,N
54,0.160,1.895,0.175,197.222,111.111,255.556,444.444,125.000,N
55,0.110,1.925,-0.030,58.333,113.889,319.444,719.444,275.000,N
56,-0.205,1.685,-0.285,163.889,108.333,266.667,691.667,27.778,N
57,-0.380,1.665,-0.270,63.889,113.889,288.889,636.111,55.556,N
58,-0.205,1.775,-0.175,69.444,113.889,319.444,655.556,19.444,N
59,-0.180,1.990,-0.170,77.778,116.667,297.222,575.000,80.556,N
60,-0.095,1.820,-0.060,63.889,116.667,377.778,950.000,375.000,N
61,-0.090,1.785,-0.465,197.222,111.111,277.778,658.333,291.667,N
62,-0.585,1.550,-0.345,63.889,113.889,388.889,661.111,2.778,N
63,-0.080,1.990,0.120,63.889,113.889,291.667,763.889,102.778,N
64,0.275,2.215,0.215,61.111,116.667,286.111,830.556,66.667,N
65,0.155,2.110,0.140,191.667,105.556,397.222,547.222,283.333,N
66,0.110,1.500,-0.160,169.444,113.889,375.000,388.889,158.333,N
67,-0.130,1.545,-0.120,58.333,116.667,383.333,880.556,491.667,N
68,-0.145,1.770,-0.250,175.000,113.889,297.222,533.333,347.222,N
69,-0.375,1.580,-0.560,69.444,113.889,302.778,541.667,8.333,N
70,-0.375,1.455,-0.165,86.111,105.556,400.000,833.333,291.667,N
71,-0.165,-1.355,0.915,38.889,0.000,197.222,386.111,447.222,V
72,0.190,1.575,-0.220,183.333,100.000,136.111,658.333,272.222,N
73,-0.135,1.170,0.265,72.222,100.000,405.556,813.889,155.556,N
