id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.030,0.995,-0.245,119.444,69.444,352.778,763.889,202.778,N
2,-0.040,-2.080,0.580,38.889,0.000,197.222,508.333,255.556,V
3,-0.135,1.050,-0.105,163.889,61.111,325.000,794.444,286.111,N
4,0.155,-2.090,0.815,36.111,5.556,205.556,491.667,302.778,V
5,-0.085,0.895,-0.160,177.778,66.667,297.222,755.556,263.889,N
6,0.120,-1.915,0.565,38.889,0.000,186.111,527.778,227.778,V
7,-0.080,1.095,-0.100,180.556,69.444,361.111,719.444,191.667,N
8,0.020,-2.155,0.770,36.111,2.778,197.222,486.111,233.333,V
9,-0.125,0.790,-0.180,183.333,69.444,375.000,772.222,286.111,N
10,0.160,-1.940,0.660,44.444,2.778,230.556,569.444,202.778,V
11,-0.125,0.905,-0.120,197.222,63.889,327.778,863.889,294.444,N
12,0.060,-2.245,0.705,38.889,5.556,200.000,511.111,352.778,V
13,-0.220,0.605,-0.230,144.444,61.111,305.556,705.556,194.444,N
14,-0.235,0.725,-0.130,155.556,58.333,272.222,658.333,47.222,N
15,-0.295,0.665,-0.125,119.444,63.889,261.111,627.778,30.556,N
16,-0.230,0.825,0.010,111.111,66.667,291.667,597.222,30.556,N
17,-0.085,1.075,0.055,183.333,66.667,305.556,638.889,41.667,N
18,-0.110,0.960,0.075,194.444,77.778,311.111,650.000,11.111,N
19,-0.085,0.945,0.095,175.000,72.222,325.000,705.556,55.556,N
20,-0.020,1.190,0.190,55.556,63.889,272.222,686.111,19.444,N
21,0.090,1.160,0.120,177.778,66.667,269.444,622.222,63.889,N
22,-0.020,1.030,0.060,177.778,72.222,291.667,600.000,22.222,N
23,-0.140,0.845,-0.065,188.889,69.444,286.111,738.889,138.889,N
24,0.290,-2.025,0.770,36.111,0.000,213.889,550.000,188.889,V
25,-0.105,0.975,-0.065,166.667,63.889,372.222,727.778,177.778,N
26,-0.045,-2.200,0.645,52.778,0.000,194.444,475.000,252.778,V
27,-0.240,0.825,-0.145,194.444,69.444,338.889,994.444,519.444,N
28,0.105,-2.115,0.780,36.111,0.000,222.222,511.111,483.333,V
29,0.700,2.035,-0.175,58.333,116.667,405.556,541.667,30.556,V
30,-0.015,1.065,0.095,102.778,69.444,319.444,1233.333,691.667,N
31,0.120,-2.095,0.745,50.000,2.778,211.111,486.111,747.222,V
32,-0.030,1.150,-0.060,91.667,61.111,294.444,888.889,402.778,N
33,0.235,-1.895,0.620,38.889,2.778,216.667,508.333,380.556,V
34,0.600,1.680,-0.320,197.222,94.444,405.556,413.889,94.444,V
35,-0.040,1.135,-0.040,186.111,69.444,388.889,1233.333,819.444,N
36,0.135,-1.875,0.565,33.333,2.778,244.444,594.444,638.889,V
37,-0.190,0.845,-0.185,197.222,69.444,325.000,905.556,311.111,N
38,-0.130,1.120,0.005,116.667,69.444,305.556,702.778,202.778,N
39,-0.115,1.115,-0.015,100.000,83.333,305.556,650.000,52.778,N
40,-0.170,0.815,-0.085,183.333,66.667,277.778,663.889,13.889,N
41,-0.260,0.850,-0.085,186.111,69.444,313.889,658.333,5.556,N
42,-0.165,1.070,-0.010,183.333,58.333,266.667,633.333,25.000,N
43,-0.185,0.885,-0.070,194.444,66.667,280.556,641.667,8.333,N
44,-0.200,0.805,-0.025,177.778,72.222,294.444,636.111,5.556,N
45,-0.185,1.150,-0.020,75.000,77.778,350.000,711.111,75.000,N
46,-0.140,1.065,0.005,177.778,77.778,322.222,666.667,44.444,N
47,-0.120,0.960,-0.075,119.444,69.444,341.667,838.889,172.222,N
48,0.275,-1.975,0.640,36.111,2.778,197.222,569.444,269.444,V
49,-0.045,1.100,-0.045,144.444,61.111,341.667,991.667,422.222,N
50,-0.015,-2.140,0.630,44.444,2.778,211.111,497.222,494.444,V
51,0.585,1.200,-0.200,197.222,100.000,347.222,422.222,75.000,V
52,-0.050,1.080,-0.055,111.111,75.000,386.111,1305.556,883.333,N
53,0.040,-1.930,0.560,38.889,2.778,216.667,586.111,719.444,V
54,-0.095,1.080,-0.025,94.444,61.111,377.778,1022.222,436.111,N
55,0.110,1.090,0.135,83.333,69.444,311.111,719.444,302.778,N
56,0.085,0.255,0.925,138.889,94.444,308.333,494.444,225.000,V
57,-0.065,1.025,-0.040,172.222,61.111,350.000,1013.889,519.444,N
58,0.255,-2.050,0.675,38.889,2.778,227.778,505.556,508.333,V
59,-0.260,0.735,-0.250,177.778,69.444,358.333,902.778,397.222,N
60,-0.080,-2.165,0.590,47.222,5.556,222.222,513.889,388.889,V
61,-0.140,0.945,-0.110,177.778,61.111,366.667,925.000,411.111,N
62,-0.135,0.710,-0.130,194.444,69.444,333.333,741.667,183.333,N
63,-0.200,0.335,0.605,183.333,105.556,313.889,527.778,213.889,V
64,-0.130,0.830,-0.165,166.667,61.111,300.000,861.111,333.333,N
65,0.015,-1.895,0.515,38.889,2.778,213.889,513.889,347.222,V
