id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.075,1.480,0.320,133.333,116.667,330.556,1169.444,22.222,N
2,0.030,1.350,0.300,136.111,113.889,322.222,1122.222,47.222,N
3,-0.010,1.370,0.255,119.444,102.778,308.333,1069.444,52.778,N
4,0.005,1.325,0.255,144.444,113.889,311.111,1088.889,19.444,N
5,-0.015,1.245,0.210,136.111,116.667,341.667,1138.889,50.000,N
6,-0.095,1.285,0.165,138.889,97.222,325.000,1172.222,33.333,N
7,-0.085,1.285,0.190,130.556,116.667,327.778,1158.333,13.889,N
8,-0.130,1.340,0.140,127.778,97.222,322.222,1094.444,63.889,N
9,-0.170,1.170,0.130,130.556,116.667,325.000,1108.333,13.889,N
10,-0.205,1.195,0.085,133.333,113.889,322.222,1113.889,5.556,N
11,-0.190,1.080,0.090,144.444,113.889,341.667,1147.222,33.333,N
12,-0.205,1.155,0.085,144.444,111.111,322.222,1116.667,30.556,N
13,-0.120,1.135,0.135,133.333,116.667,325.000,1086.111,30.556,N
14,-0.145,1.110,0.150,136.111,111.111,319.444,1088.889,2.778,N
15,-0.135,1.200,0.125,127.778,113.889,325.000,1091.667,2.778,N
16,-0.165,1.155,0.110,133.333,113.889,341.667,1155.556,63.889,N
17,-0.175,1.265,0.145,155.556,116.667,352.778,1205.556,50.000,N
18,-0.115,1.215,0.145,138.889,102.778,325.000,1166.667,38.889,N
19,-0.105,1.255,0.185,125.000,102.778,325.000,1100.000,66.667,N
20,-0.125,1.230,0.190,127.778,111.111,327.778,1119.444,19.444,N
21,-0.130,1.290,0.145,136.111,116.667,341.667,1158.333,38.889,N
22,-0.085,1.290,0.200,136.111,113.889,341.667,1200.000,41.667,N
23,-0.200,0.100,0.555,144.444,77.778,341.667,658.333,541.667,V
24,-0.150,1.210,0.090,130.556,116.667,330.556,1538.889,880.556,N
25,-0.150,1.250,0.135,130.556,113.889,338.889,1083.333,455.556,N
26,-0.180,1.240,0.085,133.333,113.889,355.556,1086.111,2.778,N
27,-0.205,1.215,0.065,147.222,113.889,338.889,1130.556,44.444,N
28,-0.215,1.195,0.085,147.222,113.889,341.667,1133.333,2.778,N
29,-0.140,1.060,0.155,133.333,113.889,322.222,1083.333,50.000,N
30,-0.185,1.225,0.145,138.889,108.333,327.778,1091.667,8.333,N
31,-0.180,1.170,0.080,138.889,102.778,325.000,1100.000,8.333,N
32,-0.330,1.040,-0.020,141.667,116.667,336.111,1166.667,66.667,N
33,-0.060,1.435,0.225,130.556,116.667,344.444,1191.667,25.000,N
34,-0.070,1.335,0.095,127.778,113.889,327.778,1180.556,11.111,N
35,-0.095,1.375,0.045,133.333,116.667,322.222,1122.222,58.333,N
