id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.020,1.535,0.355,150.000,66.667,366.667,886.111,2.778,R
2,-0.030,1.545,0.410,169.444,72.222,366.667,961.111,75.000,R
3,-0.020,1.570,0.380,144.444,66.667,350.000,891.667,69.444,R
4,-0.075,-0.015,-0.210,194.444,100.000,391.667,694.444,197.222,""""
5,0.105,1.845,0.165,150.000,72.222,372.222,1047.222,352.778,R
6,0.090,1.640,0.400,161.111,69.444,347.222,913.889,133.333,R
7,0.035,1.540,0.375,150.000,61.111,361.111,830.556,83.333,R
8,0.035,1.605,0.415,158.333,66.667,372.222,922.222,91.667,R
9,-0.005,1.575,0.420,141.667,69.444,358.333,927.778,5.556,R
10,0.050,1.525,0.360,155.556,66.667,366.667,844.444,83.333,R
11,0.025,1.560,0.410,147.222,69.444,372.222,911.111,66.667,R
12,0.005,1.545,0.355,155.556,72.222,372.222,927.778,16.667,R
13,-0.030,1.490,0.330,161.111,66.667,344.444,875.000,52.778,R
14,-0.095,1.460,0.310,163.889,69.444,372.222,952.778,77.778,R
15,-0.110,1.450,0.275,161.111,66.667,369.444,1005.556,52.778,R
16,-0.125,1.445,0.260,161.111,63.889,350.000,888.889,116.667,R
17,-0.120,1.510,0.285,147.222,69.444,369.444,986.111,97.222,R
18,-0.120,1.475,0.275,161.111,66.667,363.889,1066.667,80.556,R
19,-0.155,1.375,0.210,150.000,63.889,361.111,897.222,169.444,R
20,-0.150,1.455,0.295,158.333,72.222,372.222,994.444,97.222,R
21,-0.125,1.450,0.255,150.000,63.889,344.444,963.889,30.556,R
22,-0.155,1.330,0.170,147.222,66.667,372.222,863.889,100.000,R
23,-0.170,1.405,0.280,161.111,72.222,369.444,944.444,80.556,R
24,-0.145,1.430,0.270,150.000,63.889,355.556,944.444,0.000,R
25,-0.105,1.400,0.290,152.778,63.889,350.000,886.111,58.333,R
26,-0.090,1.470,0.355,163.889,69.444,372.222,1000.000,113.889,R
27,-0.060,1.525,0.355,150.000,66.667,350.000,988.889,11.111,R
28,-0.075,1.485,0.290,158.333,66.667,369.444,913.889,75.000,R
29,-0.105,1.525,0.360,163.889,66.667,352.778,988.889,75.000,R
30,-0.080,1.445,0.330,155.556,63.889,369.444,986.111,2.778,R
31,-0.100,1.390,0.135,147.222,66.667,369.444,919.444,66.667,R
32,-0.210,1.370,0.235,161.111,66.667,361.111,994.444,75.000,R
33,-0.185,1.385,0.225,138.889,63.889,355.556,930.556,63.889,R
34,-0.180,1.335,0.240,158.333,66.667,347.222,886.111,44.444,R
35,-0.175,1.450,0.275,158.333,66.667,369.444,980.556,94.444,R
36,-0.155,1.430,0.245,150.000,69.444,369.444,977.778,2.778,R
37,-0.175,1.415,0.185,155.556,66.667,358.333,888.889,88.889,R
38,-0.175,1.345,0.290,155.556,69.444,366.667,991.667,102.778,R
39,-0.165,1.410,0.170,141.667,66.667,369.444,919.444,72.222,R
40,-0.185,1.365,0.235,166.667,66.667,350.000,927.778,8.333,R
41,-0.155,1.450,0.260,155.556,69.444,372.222,952.778,25.000,R
42,-0.175,1.425,0.220,161.111,69.444,358.333,950.000,2.778,R
43,-0.200,1.345,0.160,158.333,66.667,366.667,888.889,61.111,R
44,-0.215,1.390,0.225,150.000,66.667,355.556,972.222,83.333,R
45,-0.190,1.360,0.185,144.444,66.667,369.444,941.667,30.556,R
46,-0.205,1.295,0.165,158.333,61.111,338.889,911.111,30.556,R
47,-0.225,1.375,0.230,147.222,69.444,372.222,961.111,50.000,R
48,-0.165,1.450,0.250,155.556,69.444,361.111,1019.444,58.333,R
49,-0.175,1.350,0.170,161.111,69.444,369.444,930.556,88.889,R
50,-0.160,1.455,0.275,152.778,69.444,372.222,983.333,52.778,R
51,-0.145,1.385,0.260,161.111,69.444,372.222,950.000,33.333,R
52,-0.170,1.370,0.230,144.444,63.889,366.667,894.444,55.556,R
53,-0.165,1.450,0.290,161.111,72.222,372.222,955.556,61.111,R
54,-0.115,1.470,0.275,155.556,69.444,369.444,944.444,11.111,R
55,-0.130,1.405,0.225,150.000,69.444,372.222,863.889,80.556,R
56,-0.140,1.510,0.315,144.444,66.667,358.333,986.111,122.222,R
57,-0.105,1.465,0.270,152.778,69.444,361.111,925.000,61.111,R
58,-0.130,1.400,0.185,150.000,61.111,347.222,888.889,36.111,R
59,-0.190,1.420,0.235,161.111,69.444,358.333,988.889,100.000,R
60,-0.190,1.460,0.275,152.778,66.667,352.778,938.889,50.000,R
61,-0.140,1.450,0.205,152.778,66.667,369.444,875.000,63.889,R
62,-0.145,1.455,0.330,150.000,66.667,369.444,966.667,91.667,R
63,-0.100,1.510,0.335,158.333,69.444,358.333,913.889,52.778,R
64,-0.045,1.530,0.305,150.000,63.889,350.000,883.333,30.556,R
65,-0.035,1.605,0.395,161.111,72.222,372.222,966.667,83.333,R
66,-0.025,1.590,0.345,152.778,66.667,350.000,966.667,0.000,R
67,-0.045,1.520,0.295,161.111,69.444,363.889,894.444,72.222,R
68,-0.040,1.530,0.370,150.000,63.889,369.444,975.000,80.556,R
69,-0.055,1.515,0.320,158.333,63.889,358.333,936.111,38.889,R
70,-0.050,1.500,0.295,147.222,63.889,352.778,891.667,44.444,R
71,-0.070,1.500,0.345,158.333,69.444,372.222,1011.111,119.444,R
72,0.010,1.595,0.330,152.778,69.444,355.556,975.000,36.111,R
73,-0.025,1.545,0.235,161.111,72.222,369.444,905.556,69.444,R
74,-0.080,1.545,0.300,152.778,69.444,369.444,1011.111,105.556,R
75,-0.070,1.515,0.350,155.556,63.889,355.556,963.889,47.222,R
76,-0.070,1.530,0.215,152.778,69.444,366.667,930.556,33.333,R
77,-0.070,1.460,0.320,166.667,72.222,355.556,969.444,38.889,R
78,-0.040,1.440,0.330,155.556,61.111,361.111,983.333,13.889,R
79,-0.055,1.515,0.275,161.111,72.222,372.222,975.000,8.333,R
80,-0.045,1.480,0.275,166.667,69.444,358.333,911.111,63.889,R
81,-0.080,1.500,0.345,147.222,66.667,369.444,919.444,8.333,R
82,-0.100,1.490,0.240,155.556,69.444,361.111,977.778,58.333,R
83,-0.130,1.390,0.195,158.333,69.444,350.000,919.444,58.333,R
84,-0.125,1.440,0.290,147.222,66.667,347.222,961.111,41.667,R
85,-0.130,1.485,0.280,163.889,72.222,369.444,997.222,36.111,R
86,-0.145,1.410,0.215,158.333,66.667,352.778,925.000,72.222,R
87,-0.135,1.500,0.310,152.778,72.222,372.222,983.333,58.333,R
88,-0.100,1.495,0.260,172.222,69.444,372.222,991.667,8.333,R
89,-0.085,1.455,0.225,144.444,63.889,366.667,938.889,52.778,R
90,-0.090,1.435,0.310,155.556,66.667,369.444,972.222,33.333,R
91,-0.085,1.505,0.310,152.778,66.667,369.444,1019.444,47.222,R
92,-0.065,1.470,0.215,150.000,63.889,352.778,908.333,111.111,R
