id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.220,1.095,-0.170,141.667,77.778,333.333,891.667,16.667,N
2,-0.225,1.100,-0.165,144.444,83.333,347.222,933.333,41.667,N
3,-0.125,1.000,-0.265,150.000,83.333,341.667,955.556,22.222,N
4,-0.290,1.065,-0.280,147.222,102.778,358.333,900.000,55.556,N
5,-0.175,1.375,-0.065,144.444,80.556,319.444,869.444,30.556,N
6,-0.135,1.305,-0.160,144.444,72.222,319.444,869.444,0.000,N
7,-0.175,1.220,-0.105,144.444,83.333,338.889,861.111,8.333,N
8,-0.105,1.145,-0.140,155.556,75.000,347.222,913.889,52.778,N
9,-0.135,1.085,-0.175,152.778,72.222,330.556,916.667,2.778,N
10,-0.135,1.190,-0.100,144.444,72.222,327.778,913.889,2.778,N
11,-0.090,1.215,-0.050,138.889,83.333,322.222,897.222,16.667,N
12,-0.040,1.155,-0.080,144.444,72.222,313.889,905.556,8.333,N
13,-0.100,0.950,-0.295,147.222,80.556,311.111,886.111,19.444,N
14,-0.090,1.155,-0.040,152.778,83.333,322.222,869.444,16.667,N
15,-0.085,1.040,-0.110,155.556,83.333,333.333,911.111,41.667,N
16,-0.105,0.940,-0.280,155.556,86.111,344.444,913.889,2.778,N
17,-0.130,1.110,-0.030,152.778,83.333,316.667,902.778,11.111,N
18,-0.030,1.200,-0.030,138.889,77.778,316.667,847.222,55.556,N
19,-0.065,1.180,-0.105,138.889,72.222,311.111,838.889,8.333,N
20,-0.150,0.955,-0.200,150.000,83.333,330.556,869.444,30.556,N
21,-0.200,0.840,-0.195,147.222,80.556,325.000,888.889,19.444,N
22,-0.175,0.900,-0.195,147.222,83.333,327.778,897.222,8.333,N
23,-0.185,0.900,-0.235,147.222,80.556,319.444,886.111,11.111,N
24,-0.225,1.105,-0.165,147.222,69.444,297.222,858.333,27.778,N
25,-0.110,1.265,-0.085,141.667,80.556,308.333,852.778,5.556,N
26,-0.100,0.995,-0.200,144.444,86.111,316.667,847.222,5.556,N
27,-0.120,1.080,-0.025,144.444,83.333,327.778,819.444,27.778,N
28,-0.045,1.235,0.055,144.444,80.556,322.222,852.778,33.333,N
29,0.015,1.220,-0.020,152.778,83.333,361.111,902.778,50.000,N
30,-0.030,1.035,-0.020,150.000,108.333,366.667,911.111,8.333,N
31,-0.075,1.125,-0.145,144.444,77.778,316.667,858.333,52.778,N
32,-0.205,1.100,-0.250,127.778,75.000,311.111,838.889,19.444,N
33,-0.260,1.245,-0.065,136.111,83.333,322.222,813.889,25.000,N
34,-0.095,1.455,-0.025,144.444,72.222,311.111,791.667,22.222,N
35,-0.150,1.420,0.055,161.111,83.333,327.778,805.556,13.889,N
36,-0.015,1.505,0.075,150.000,97.222,358.333,805.556,0.000,N
37,0.015,1.510,0.020,141.667,80.556,319.444,800.000,5.556,N
38,-0.045,1.495,-0.035,144.444,75.000,333.333,786.111,13.889,N
39,-0.095,1.355,-0.145,147.222,83.333,302.778,805.556,19.444,N
40,-0.100,1.270,-0.160,136.111,86.111,311.111,755.556,50.000,N
