id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.170,0.795,-0.040,102.778,77.778,286.111,683.333,108.333,N
2,0.195,0.775,-0.005,122.222,38.889,227.778,836.111,152.778,N
3,0.120,0.855,0.010,127.778,38.889,227.778,802.778,33.333,N
4,0.185,0.750,-0.060,133.333,36.111,236.111,822.222,19.444,N
5,0.150,0.800,0.035,122.222,36.111,236.111,816.667,5.556,N
6,0.255,0.860,0.000,116.667,72.222,241.667,730.556,86.111,N
7,-0.105,0.410,-0.245,119.444,33.333,127.778,858.333,127.778,N
8,-0.250,0.350,-0.270,122.222,72.222,261.111,819.444,38.889,N
9,0.005,0.620,-0.055,125.000,33.333,225.000,700.000,119.444,N
10,0.070,0.710,0.005,125.000,66.667,225.000,913.889,213.889,N
11,0.210,0.465,0.020,133.333,33.333,161.111,863.889,50.000,N
12,0.260,0.780,0.060,125.000,66.667,241.667,772.222,91.667,N
13,0.150,0.650,-0.020,125.000,50.000,191.667,822.222,50.000,N
14,0.095,0.315,-0.105,122.222,33.333,161.111,791.667,30.556,N
15,0.180,0.715,0.020,113.889,116.667,261.111,791.667,0.000,N
16,0.280,0.715,0.045,119.444,33.333,200.000,722.222,69.444,N
17,0.030,0.455,-0.025,130.556,38.889,133.333,933.333,211.111,N
18,-0.065,0.490,-0.055,125.000,72.222,177.778,891.667,41.667,N
19,0.010,0.665,-0.070,116.667,100.000,275.000,836.111,55.556,N
20,-0.115,0.230,-0.175,116.667,38.889,144.444,805.556,30.556,N
21,0.005,0.500,-0.060,116.667,116.667,225.000,813.889,8.333,N
22,0.125,0.555,-0.040,127.778,97.222,258.333,708.333,105.556,N
23,-0.120,0.250,-0.170,108.333,66.667,75.000,833.333,125.000,N
24,0.005,0.395,-0.100,113.889,113.889,258.333,772.222,61.111,N
25,0.115,0.440,-0.025,127.778,97.222,294.444,791.667,19.444,N
26,0.100,0.385,-0.055,127.778,105.556,283.333,850.000,58.333,N
27,0.070,0.350,-0.145,113.889,102.778,261.111,775.000,75.000,N
28,0.025,0.240,-0.235,119.444,72.222,183.333,786.111,11.111,N
29,-0.005,0.285,-0.085,113.889,75.000,258.333,780.556,5.556,N
30,0.135,0.485,-0.050,127.778,100.000,258.333,697.222,83.333,N
31,-0.080,0.280,-0.265,122.222,97.222,122.222,861.111,163.889,N
32,-0.275,0.020,-0.290,125.000,36.111,244.444,866.667,5.556,N
33,-0.030,0.450,-0.105,136.111,116.667,272.222,777.778,88.889,N
34,-0.005,0.475,-0.060,122.222,113.889,269.444,886.111,108.333,N
35,0.055,0.280,-0.125,127.778,33.333,188.889,741.667,144.444,N
36,0.095,0.525,-0.050,119.444,83.333,258.333,805.556,63.889,N
37,0.035,0.235,-0.175,122.222,33.333,208.333,788.889,16.667,N
38,0.125,0.560,-0.050,113.889,116.667,258.333,791.667,2.778,N
