id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.215,0.565,0.920,158.333,113.889,394.444,886.111,19.444,/
2,-0.160,0.535,0.600,163.889,113.889,372.222,855.556,30.556,/
3,-0.225,0.955,-0.170,175.000,100.000,336.111,825.000,30.556,f
4,-0.380,0.225,0.725,152.778,113.889,372.222,827.778,2.778,/
5,-0.375,0.310,0.900,77.778,116.667,380.556,808.333,19.444,/
6,-0.315,0.305,0.890,58.333,116.667,372.222,844.444,36.111,/
7,-0.265,0.585,0.950,66.667,116.667,391.667,827.778,16.667,/
8,-0.220,0.495,0.985,55.556,108.333,388.889,858.333,30.556,/
9,-0.175,0.590,0.990,55.556,113.889,386.111,858.333,0.000,/
10,-0.180,0.540,0.915,147.222,116.667,391.667,866.667,8.333,/
11,-0.105,0.550,1.220,50.000,108.333,358.333,825.000,41.667,/
12,-0.075,0.495,1.040,58.333,113.889,363.889,783.333,41.667,/
13,-0.165,0.430,0.840,166.667,116.667,405.556,791.667,8.333,/
14,-0.170,0.455,0.955,55.556,108.333,375.000,838.889,47.222,/
15,-0.125,0.400,0.955,63.889,116.667,405.556,875.000,36.111,/
16,-0.120,0.560,0.910,72.222,116.667,397.222,908.333,33.333,/
17,-0.080,0.395,0.970,116.667,116.667,388.889,844.444,63.889,/
18,-0.200,0.440,0.670,144.444,116.667,363.889,811.111,33.333,/
19,-0.545,0.250,0.665,83.333,116.667,375.000,802.778,8.333,/
20,-0.265,0.410,1.005,75.000,108.333,375.000,841.667,38.889,/
21,-0.100,0.510,1.035,72.222,116.667,402.778,830.556,11.111,/
22,-0.030,0.640,1.010,69.444,116.667,405.556,863.889,33.333,/
23,-0.040,0.590,1.085,69.444,116.667,388.889,866.667,2.778,/
24,-0.105,0.430,0.955,66.667,116.667,388.889,847.222,19.444,/
25,-0.160,0.395,0.805,52.778,102.778,358.333,838.889,8.333,/
26,-0.175,0.335,0.805,66.667,116.667,361.111,811.111,27.778,/
27,-0.255,0.345,0.855,69.444,113.889,386.111,786.111,25.000,/
28,-0.255,0.335,0.820,63.889,116.667,375.000,830.556,44.444,/
29,-0.275,0.445,0.780,66.667,116.667,405.556,833.333,2.778,/
30,-0.265,0.350,0.795,108.333,111.111,397.222,908.333,75.000,/
31,-0.360,0.335,0.905,152.778,116.667,388.889,858.333,50.000,/
32,-0.285,0.285,0.735,180.556,116.667,375.000,830.556,27.778,/
33,-0.390,0.090,0.485,194.444,113.889,377.778,797.222,33.333,/
34,-0.720,-0.055,0.410,72.222,111.111,366.667,808.333,11.111,/
35,-0.565,0.065,0.605,61.111,113.889,372.222,811.111,2.778,/
36,-0.380,0.265,0.665,66.667,113.889,402.778,866.667,55.556,/
37,-0.345,0.370,0.715,166.667,116.667,388.889,902.778,36.111,/
38,-0.335,0.285,0.810,130.556,113.889,375.000,844.444,58.333,/
39,-0.315,0.325,0.790,100.000,116.667,375.000,836.111,8.333,/
40,-0.260,0.260,0.835,150.000,116.667,375.000,819.444,16.667,/
41,-0.265,0.340,0.730,175.000,108.333,372.222,788.889,30.556,/
42,-0.505,0.070,0.520,166.667,113.889,358.333,838.889,50.000,/
43,-0.355,0.410,-0.630,197.222,116.667,405.556,588.889,250.000,V
44,-0.125,0.490,0.860,58.333,113.889,394.444,891.667,302.778,/
45,-0.150,0.470,0.955,58.333,108.333,388.889,863.889,27.778,/
46,-0.240,0.440,0.780,61.111,113.889,391.667,855.556,8.333,/
47,-0.295,0.335,0.450,80.556,113.889,355.556,833.333,22.222,/
48,-0.450,0.090,0.640,177.778,113.889,363.889,794.444,38.889,/
49,-0.575,0.085,0.715,161.111,116.667,377.778,786.111,8.333,/
50,-0.360,0.200,0.795,55.556,108.333,391.667,827.778,41.667,/
51,-0.285,0.350,0.845,66.667,116.667,405.556,891.667,63.889,/
52,-0.255,0.345,0.855,83.333,116.667,391.667,883.333,8.333,/
53,-0.170,0.485,0.955,55.556,113.889,386.111,819.444,63.889,/
54,-0.195,0.335,0.955,72.222,111.111,380.556,836.111,16.667,/
55,-0.205,0.460,0.915,55.556,105.556,358.333,800.000,36.111,/
56,-0.155,0.510,0.935,102.778,116.667,388.889,797.222,2.778,/
57,-0.150,0.480,0.960,63.889,116.667,383.333,861.111,63.889,/
58,-0.225,0.375,0.805,127.778,111.111,391.667,847.222,13.889,/
59,-0.275,0.325,0.755,66.667,116.667,391.667,855.556,8.333,/
