id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.150,0.670,0.100,44.444,69.444,291.667,897.222,22.222,L
2,0.025,0.705,0.130,58.333,100.000,316.667,841.667,55.556,L
3,-0.080,0.885,0.190,58.333,97.222,305.556,858.333,16.667,L
4,-0.125,0.835,0.175,58.333,94.444,302.778,836.111,22.222,L
5,-0.230,0.700,0.110,58.333,94.444,291.667,844.444,8.333,L
6,0.015,0.690,0.210,58.333,94.444,319.444,825.000,19.444,L
7,-0.030,0.835,0.185,58.333,102.778,327.778,888.889,63.889,L
8,-0.115,0.690,0.090,58.333,102.778,330.556,880.556,8.333,L
9,-0.170,0.580,0.160,58.333,100.000,311.111,836.111,44.444,L
10,-0.100,0.700,0.165,58.333,94.444,319.444,855.556,19.444,L
11,-0.140,0.630,0.100,58.333,94.444,300.000,855.556,0.000,L
12,-0.005,0.385,-0.030,41.667,66.667,269.444,830.556,25.000,L
13,-0.220,0.655,0.070,58.333,100.000,325.000,811.111,19.444,L
14,-0.160,0.690,0.100,58.333,97.222,319.444,875.000,63.889,L
15,-0.120,0.590,0.115,58.333,94.444,319.444,883.333,8.333,L
16,-0.190,0.630,0.120,58.333,97.222,316.667,850.000,33.333,L
17,-0.160,0.605,0.100,58.333,94.444,313.889,886.111,36.111,L
18,0.210,0.590,0.130,41.667,63.889,272.222,830.556,55.556,L
19,-0.100,0.695,0.145,58.333,94.444,294.444,819.444,11.111,L
20,-0.150,0.645,0.115,58.333,100.000,325.000,822.222,2.778,L
21,-0.185,0.610,0.100,58.333,97.222,322.222,908.333,86.111,L
22,-0.220,0.575,0.090,58.333,100.000,338.889,880.556,27.778,L
23,-0.295,0.550,0.055,186.111,97.222,325.000,850.000,30.556,L
24,-0.235,0.580,0.095,58.333,97.222,308.333,863.889,13.889,L
25,-0.155,0.790,0.065,58.333,94.444,300.000,844.444,19.444,L
26,-0.195,0.685,0.060,58.333,97.222,288.889,841.667,2.778,L
27,-0.100,0.645,0.115,58.333,97.222,316.667,838.889,2.778,L
28,-0.050,0.705,0.135,58.333,94.444,313.889,886.111,47.222,L
29,-0.060,0.670,0.150,58.333,97.222,322.222,861.111,25.000,L
30,-0.075,0.865,0.225,58.333,100.000,327.778,858.333,2.778,L
31,-0.010,0.845,0.265,58.333,97.222,305.556,888.889,30.556,L
32,-0.100,0.785,0.190,58.333,97.222,305.556,852.778,36.111,L
33,-0.010,0.815,0.210,58.333,94.444,300.000,836.111,16.667,L
34,-0.005,0.775,0.195,58.333,97.222,322.222,847.222,11.111,L
35,-0.070,0.765,0.215,58.333,100.000,327.778,911.111,63.889,L
36,0.210,0.675,0.175,41.667,66.667,305.556,922.222,11.111,L
37,-0.080,0.760,0.225,58.333,100.000,322.222,883.333,38.889,L
38,-0.095,0.810,0.185,58.333,97.222,302.778,888.889,5.556,L
39,-0.160,0.750,0.185,58.333,97.222,308.333,875.000,13.889,L
40,-0.090,0.700,0.180,58.333,94.444,302.778,855.556,19.444,L
41,-0.075,0.825,0.185,58.333,97.222,325.000,877.778,22.222,L
42,0.280,0.675,0.180,41.667,63.889,288.889,925.000,47.222,L
43,-0.015,0.730,0.240,58.333,97.222,322.222,894.444,30.556,L
44,-0.130,0.625,0.180,58.333,94.444,319.444,869.444,25.000,L
45,0.125,0.515,0.075,41.667,61.111,275.000,886.111,16.667,L
46,-0.115,0.565,0.225,58.333,100.000,308.333,841.667,44.444,L
47,-0.140,0.810,0.120,197.222,91.667,308.333,833.333,8.333,L
48,-0.235,0.690,0.015,58.333,97.222,319.444,875.000,41.667,L
49,-0.010,0.940,0.190,58.333,100.000,338.889,877.778,2.778,L
50,0.010,0.830,0.155,58.333,100.000,313.889,908.333,30.556,L
51,-0.075,0.730,0.125,58.333,97.222,322.222,841.667,66.667,L
52,-0.180,0.780,0.040,58.333,100.000,316.667,861.111,19.444,L
53,-0.215,0.595,-0.005,58.333,100.000,313.889,833.333,27.778,L
54,-0.255,0.750,0.115,188.889,86.111,308.333,811.111,22.222,L
55,-0.015,0.330,0.130,47.222,55.556,277.778,891.667,80.556,L
56,0.050,0.105,0.190,47.222,55.556,261.111,897.222,5.556,L
57,0.100,0.560,0.220,47.222,69.444,280.556,852.778,44.444,L
58,0.125,0.565,0.165,41.667,58.333,280.556,847.222,5.556,L
59,0.095,0.365,0.160,41.667,63.889,283.333,894.444,47.222,L
60,0.045,0.825,0.355,58.333,97.222,316.667,852.778,41.667,L
61,0.170,1.165,0.540,58.333,97.222,316.667,830.556,22.222,L
62,0.165,0.950,0.405,58.333,100.000,327.778,891.667,61.111,L
63,0.200,0.670,0.075,44.444,69.444,291.667,902.778,11.111,L
64,-0.140,0.125,-0.025,41.667,63.889,277.778,902.778,0.000,L
65,-0.345,0.380,-0.235,58.333,97.222,319.444,869.444,33.333,L
66,-0.480,0.110,-0.165,58.333,94.444,311.111,872.222,2.778,L
67,-0.345,0.525,-0.080,58.333,102.778,311.111,850.000,22.222,L
68,-0.135,0.740,0.015,58.333,102.778,327.778,836.111,13.889,L
69,-0.075,0.790,0.100,58.333,102.778,341.667,919.444,83.333,L
70,-0.075,0.845,0.200,58.333,100.000,327.778,916.667,2.778,L
71,-0.025,0.795,0.240,58.333,94.444,288.889,908.333,8.333,L
72,0.135,0.490,0.235,38.889,63.889,286.111,863.889,44.444,L
73,-0.010,0.770,0.290,58.333,94.444,297.222,872.222,8.333,L
74,0.020,0.795,0.300,58.333,97.222,305.556,858.333,13.889,L
75,0.295,0.740,0.395,47.222,69.444,294.444,850.000,8.333,L
76,0.040,0.830,0.290,58.333,97.222,333.333,888.889,38.889,L
77,0.120,0.395,0.055,44.444,58.333,291.667,908.333,19.444,L
78,-0.125,0.615,0.225,58.333,88.889,308.333,855.556,52.778,L
79,-0.035,0.865,0.245,58.333,100.000,311.111,880.556,25.000,L
80,0.155,0.520,0.095,41.667,63.889,275.000,866.667,13.889,L
81,-0.135,0.615,0.120,58.333,94.444,308.333,833.333,33.333,L
82,-0.040,0.570,0.185,58.333,94.444,330.556,844.444,11.111,L
83,-0.110,0.715,0.170,58.333,100.000,327.778,902.778,58.333,L
84,0.175,0.720,0.210,41.667,63.889,297.222,933.333,30.556,L
85,0.150,0.470,0.290,44.444,66.667,280.556,900.000,33.333,L
86,0.015,0.825,0.390,58.333,97.222,311.111,886.111,13.889,L
87,0.110,0.955,0.435,58.333,94.444,300.000,858.333,27.778,L
88,-0.005,0.870,0.410,58.333,97.222,294.444,877.778,19.444,L
89,0.345,0.820,0.415,44.444,58.333,286.111,894.444,16.667,L
90,0.290,0.780,0.340,41.667,63.889,286.111,925.000,30.556,L
91,0.240,0.595,0.230,47.222,69.444,277.778,913.889,11.111,L
92,0.325,0.650,0.325,44.444,66.667,277.778,850.000,63.889,L
93,0.150,0.935,0.380,58.333,94.444,319.444,872.222,22.222,L
94,0.020,0.905,0.330,58.333,97.222,311.111,861.111,11.111,L
95,-0.015,0.405,-0.030,38.889,50.000,258.333,861.111,0.000,L
96,-0.150,0.500,0.075,58.333,94.444,316.667,866.667,5.556,L
97,-0.140,0.665,0.115,58.333,102.778,330.556,900.000,33.333,L
98,0.105,0.565,0.105,44.444,69.444,283.333,936.111,36.111,L
99,0.010,0.375,0.165,44.444,61.111,266.667,880.556,55.556,L
100,-0.040,0.290,0.010,41.667,58.333,252.778,877.778,2.778,L
101,0.065,0.480,0.275,38.889,61.111,272.222,861.111,16.667,L
102,0.505,0.690,0.710,41.667,58.333,277.778,844.444,16.667,L
103,0.480,0.880,0.395,44.444,69.444,291.667,911.111,66.667,L
104,0.140,0.545,0.095,44.444,69.444,300.000,922.222,11.111,L
105,-0.240,0.155,-0.435,41.667,63.889,255.556,897.222,25.000,L
106,-0.370,0.490,-0.195,58.333,100.000,308.333,844.444,52.778,L
107,-0.480,0.745,-0.230,58.333,100.000,319.444,850.000,5.556,L
108,-0.495,0.660,-0.190,58.333,100.000,311.111,866.667,16.667,L
109,-0.335,0.775,-0.070,58.333,102.778,327.778,844.444,22.222,L
110,-0.320,0.575,-0.080,58.333,100.000,325.000,902.778,58.333,L
111,-0.425,0.355,-0.050,58.333,97.222,333.333,908.333,5.556,L
112,-0.280,0.505,0.075,58.333,94.444,297.222,891.667,16.667,L
113,-0.080,0.710,0.240,58.333,94.444,313.889,880.556,11.111,L
114,-0.090,0.690,0.290,58.333,100.000,297.222,883.333,2.778,L
115,0.190,0.445,0.270,44.444,63.889,275.000,855.556,27.778,L
116,0.255,0.910,0.705,58.333,97.222,319.444,838.889,16.667,L
117,0.710,1.395,0.835,58.333,100.000,327.778,908.333,69.444,L
118,0.550,0.880,0.485,44.444,66.667,291.667,913.889,5.556,L
119,0.040,0.285,-0.040,38.889,63.889,275.000,858.333,55.556,L
120,-0.240,0.305,-0.090,58.333,97.222,308.333,833.333,25.000,L
121,-0.445,0.435,-0.275,58.333,100.000,308.333,830.556,2.778,L
122,-0.685,0.025,-0.420,58.333,97.222,302.778,838.889,8.333,L
123,-0.495,0.295,-0.295,58.333,100.000,333.333,836.111,2.778,L
124,-0.315,0.505,-0.060,58.333,100.000,316.667,916.667,80.556,L
125,-0.110,0.705,0.120,58.333,102.778,327.778,888.889,27.778,L
126,-0.130,0.535,0.025,58.333,100.000,313.889,863.889,25.000,L
127,-0.125,0.290,0.155,58.333,100.000,313.889,886.111,22.222,L
128,-0.155,0.715,0.150,58.333,100.000,311.111,869.444,16.667,L
129,-0.075,0.880,0.240,58.333,97.222,291.667,866.667,2.778,L
130,0.220,0.485,0.290,41.667,66.667,288.889,858.333,8.333,L
131,0.080,0.890,0.275,58.333,97.222,333.333,900.000,41.667,L
132,0.045,0.895,0.285,66.667,97.222,336.111,913.889,13.889,L
133,0.095,0.805,0.315,58.333,97.222,322.222,886.111,27.778,L
134,-0.105,0.580,0.250,58.333,88.889,300.000,886.111,0.000,L
135,-0.030,0.515,0.310,58.333,91.667,300.000,836.111,50.000,L
136,-0.045,0.630,0.180,58.333,97.222,294.444,833.333,2.778,L
137,-0.150,0.610,0.100,58.333,94.444,333.333,877.778,44.444,L
138,-0.160,0.560,0.110,58.333,97.222,322.222,913.889,36.111,L
139,0.220,0.540,0.315,44.444,66.667,275.000,897.222,16.667,L
140,0.155,0.890,0.390,58.333,100.000,311.111,847.222,50.000,L
141,0.175,1.090,0.440,58.333,100.000,300.000,877.778,30.556,L
142,0.155,0.920,0.335,58.333,94.444,302.778,863.889,13.889,L
143,0.070,0.795,0.285,58.333,91.667,313.889,852.778,11.111,L
144,-0.080,0.840,0.150,58.333,97.222,333.333,883.333,30.556,L
145,-0.015,0.850,0.380,58.333,97.222,325.000,925.000,41.667,L
146,0.010,0.785,0.320,197.222,97.222,325.000,916.667,8.333,L
147,0.330,0.620,0.275,41.667,63.889,286.111,875.000,41.667,L
148,0.000,0.290,-0.065,41.667,63.889,266.667,866.667,8.333,L
149,-0.185,0.365,0.040,58.333,97.222,322.222,844.444,22.222,L
150,-0.265,0.460,-0.010,58.333,102.778,316.667,830.556,13.889,L
151,-0.385,0.510,-0.055,58.333,97.222,319.444,905.556,75.000,L
152,0.005,0.455,0.100,44.444,66.667,288.889,916.667,11.111,L
153,-0.375,0.415,0.085,58.333,94.444,283.333,916.667,0.000,L
154,0.045,0.770,0.280,58.333,97.222,313.889,841.667,75.000,L
155,0.025,0.925,0.400,58.333,97.222,313.889,847.222,5.556,L
156,0.325,0.835,0.545,38.889,66.667,277.778,855.556,8.333,L
157,0.350,0.725,0.480,41.667,58.333,280.556,844.444,11.111,L
158,0.270,0.425,0.235,41.667,66.667,286.111,897.222,52.778,L
159,0.200,0.750,0.275,58.333,97.222,325.000,855.556,41.667,L
160,-0.030,0.935,0.260,58.333,100.000,300.000,883.333,27.778,L
161,-0.095,0.845,0.175,58.333,94.444,316.667,847.222,36.111,L
162,-0.095,0.815,0.210,58.333,94.444,316.667,863.889,16.667,L
163,-0.405,0.395,-0.015,58.333,94.444,311.111,855.556,8.333,L
164,-0.170,0.705,0.080,58.333,97.222,319.444,825.000,30.556,L
165,-0.065,0.685,0.145,58.333,94.444,333.333,886.111,61.111,L
166,0.035,0.450,0.185,44.444,72.222,300.000,922.222,36.111,L
167,-0.010,0.335,0.205,41.667,52.778,272.222,891.667,30.556,L
168,-0.060,0.085,0.095,41.667,55.556,272.222,866.667,25.000,L
169,0.170,0.480,0.200,38.889,63.889,272.222,830.556,36.111,L
170,-0.140,0.755,0.110,58.333,100.000,300.000,788.889,41.667,L
171,-0.095,0.845,0.190,58.333,102.778,325.000,905.556,116.667,L
172,-0.025,0.745,0.175,58.333,100.000,327.778,916.667,11.111,L
173,-0.180,0.595,0.230,58.333,97.222,325.000,888.889,27.778,L
174,-0.135,0.815,0.250,197.222,88.889,308.333,863.889,25.000,L
175,-0.040,0.860,0.270,58.333,100.000,311.111,866.667,2.778,L
176,-0.145,0.655,0.190,58.333,91.667,297.222,863.889,2.778,L
177,-0.360,0.395,0.000,58.333,97.222,308.333,838.889,25.000,L
178,-0.145,0.620,0.105,58.333,102.778,327.778,800.000,38.889,L
179,-0.035,0.715,0.055,58.333,100.000,322.222,883.333,83.333,L
180,-0.130,0.445,0.115,58.333,94.444,330.556,877.778,5.556,L
181,-0.205,0.835,0.140,191.667,88.889,311.111,866.667,11.111,L
182,0.005,0.895,0.255,58.333,97.222,313.889,883.333,16.667,L
183,0.000,0.950,0.320,58.333,97.222,305.556,841.667,41.667,L
184,-0.070,0.860,0.315,58.333,97.222,291.667,830.556,11.111,L
185,-0.070,0.740,0.135,58.333,97.222,322.222,838.889,8.333,L
186,0.210,0.570,0.285,44.444,66.667,288.889,902.778,63.889,L
187,0.210,0.645,0.285,41.667,61.111,283.333,886.111,16.667,L
188,-0.350,0.460,0.210,197.222,100.000,313.889,852.778,33.333,L
189,0.010,0.685,0.280,58.333,97.222,313.889,869.444,16.667,L
190,0.180,0.610,0.290,38.889,61.111,277.778,836.111,33.333,L
191,0.135,0.545,0.080,41.667,58.333,263.889,844.444,8.333,L
192,0.100,0.315,0.235,41.667,63.889,286.111,827.778,16.667,L
193,-0.050,0.740,0.260,58.333,94.444,319.444,869.444,41.667,L
194,-0.070,0.755,0.300,58.333,97.222,294.444,875.000,5.556,L
195,-0.245,0.495,0.215,186.111,97.222,325.000,852.778,22.222,L
196,-0.100,0.665,0.260,58.333,91.667,311.111,875.000,22.222,L
197,0.150,0.440,0.160,41.667,55.556,247.222,833.333,41.667,L
198,-0.020,0.670,0.265,58.333,94.444,302.778,811.111,22.222,L
199,-0.060,0.860,0.205,58.333,100.000,325.000,811.111,0.000,L
200,0.255,0.635,0.195,41.667,77.778,288.889,875.000,63.889,L
201,0.085,0.310,0.350,44.444,63.889,269.444,886.111,11.111,L
202,0.020,0.125,0.260,38.889,47.222,266.667,875.000,11.111,L
203,0.135,0.400,0.460,44.444,63.889,244.444,830.556,44.444,L
204,0.225,0.390,0.385,44.444,61.111,247.222,827.778,2.778,L
205,0.170,0.385,0.235,50.000,66.667,272.222,833.333,5.556,L
206,0.020,0.240,0.170,44.444,61.111,286.111,827.778,5.556,L
207,0.135,0.440,0.195,47.222,66.667,277.778,880.556,52.778,L
208,0.045,0.310,0.160,44.444,61.111,280.556,861.111,19.444,L
209,-0.015,0.070,0.215,44.444,61.111,255.556,858.333,2.778,L
210,0.115,0.580,0.170,44.444,66.667,280.556,830.556,27.778,L
211,0.070,0.420,0.250,44.444,69.444,288.889,836.111,5.556,L
212,-0.010,0.140,0.195,47.222,55.556,275.000,813.889,22.222,L
213,-0.115,-0.030,0.170,52.778,55.556,275.000,786.111,27.778,L
214,-0.115,-0.775,0.200,25.000,0.000,275.000,808.333,22.222,L
215,-0.110,-0.090,0.110,52.778,61.111,286.111,880.556,72.222,L
216,-0.065,0.715,0.195,58.333,105.556,313.889,836.111,44.444,L
217,-0.045,0.780,0.265,58.333,94.444,316.667,797.222,38.889,L
218,-0.040,0.740,0.195,58.333,97.222,305.556,794.444,2.778,L
219,-0.375,0.195,-0.020,58.333,97.222,305.556,783.333,11.111,L
220,0.065,0.170,0.285,41.667,58.333,252.778,772.222,11.111,L
221,0.145,0.835,0.315,58.333,108.333,316.667,819.444,47.222,L
222,0.060,0.905,0.265,58.333,105.556,319.444,866.667,47.222,L
223,0.000,0.915,0.315,58.333,100.000,313.889,850.000,16.667,L
224,0.050,0.945,0.320,58.333,97.222,313.889,816.667,33.333,L
225,-0.155,0.705,0.115,197.222,97.222,308.333,838.889,22.222,L
226,0.025,0.150,0.005,41.667,61.111,261.111,833.333,5.556,L
227,-0.105,0.390,0.105,58.333,97.222,297.222,794.444,38.889,L
228,-0.150,0.660,0.075,58.333,100.000,313.889,800.000,5.556,L
229,-0.215,0.645,0.045,58.333,97.222,319.444,861.111,61.111,L
230,-0.380,0.570,-0.025,58.333,100.000,311.111,861.111,0.000,L
231,-0.405,0.530,0.020,188.889,94.444,305.556,838.889,22.222,L
232,-0.295,0.495,0.075,58.333,97.222,316.667,850.000,11.111,L
233,0.135,0.555,0.135,38.889,58.333,269.444,833.333,16.667,L
234,0.045,0.230,0.080,41.667,58.333,266.667,822.222,11.111,L
235,0.100,0.955,0.500,58.333,100.000,322.222,794.444,27.778,L
236,0.330,0.980,0.545,58.333,100.000,327.778,877.778,83.333,L
237,0.195,0.940,0.325,58.333,97.222,319.444,858.333,19.444,L
238,-0.190,0.640,0.085,197.222,97.222,275.000,844.444,13.889,L
239,-0.390,0.495,-0.105,58.333,97.222,311.111,802.778,41.667,L
240,-0.510,0.350,-0.285,58.333,97.222,291.667,833.333,30.556,L
241,-0.570,-0.050,-0.140,58.333,97.222,308.333,802.778,30.556,L
242,-0.400,0.575,-0.030,58.333,102.778,325.000,794.444,8.333,L
243,-0.275,0.760,0.045,58.333,100.000,308.333,869.444,75.000,L
244,-0.070,0.710,0.210,58.333,94.444,316.667,875.000,5.556,L
245,-0.170,0.590,0.135,58.333,100.000,300.000,850.000,25.000,L
246,0.030,0.325,0.020,41.667,55.556,280.556,836.111,13.889,L
247,-0.030,0.180,-0.125,41.667,66.667,272.222,827.778,8.333,L
248,0.075,0.255,0.270,41.667,61.111,272.222,797.222,30.556,L
249,-0.010,1.140,0.325,191.667,94.444,316.667,786.111,11.111,L
250,0.130,1.140,0.370,58.333,102.778,327.778,855.556,69.444,L
251,0.050,0.950,0.195,58.333,105.556,319.444,863.889,8.333,L
252,0.310,0.490,0.290,44.444,66.667,286.111,863.889,0.000,L
253,0.045,0.915,0.250,58.333,100.000,311.111,841.667,22.222,L
254,-0.065,0.855,0.255,58.333,97.222,297.222,850.000,8.333,L
255,-0.145,0.790,0.255,58.333,97.222,322.222,822.222,27.778,L
256,-0.055,0.855,0.320,58.333,94.444,302.778,838.889,16.667,L
257,0.120,0.445,0.035,41.667,63.889,286.111,880.556,41.667,L
258,0.125,0.510,0.140,44.444,69.444,277.778,877.778,2.778,L
259,-0.150,0.655,0.170,58.333,97.222,319.444,869.444,8.333,L
260,-0.145,0.715,0.165,58.333,97.222,311.111,847.222,22.222,L
261,-0.140,0.635,0.310,58.333,94.444,316.667,858.333,11.111,L
262,0.185,0.610,0.195,36.111,58.333,272.222,841.667,16.667,L
263,0.125,0.290,0.190,41.667,52.778,261.111,841.667,0.000,L
