id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.375,0.715,-0.325,138.889,50.000,313.889,661.111,5.556,N
2,-0.365,0.765,-0.285,141.667,47.222,330.556,677.778,16.667,N
3,-0.330,0.710,-0.260,130.556,41.667,319.444,672.222,5.556,N
4,-0.340,0.855,-0.310,138.889,50.000,297.222,669.444,2.778,N
5,-0.350,0.755,-0.285,133.333,47.222,319.444,641.667,27.778,N
6,-0.290,0.730,-0.215,138.889,50.000,344.444,675.000,33.333,N
7,-0.270,0.760,-0.230,136.111,47.222,319.444,688.889,13.889,N
8,-0.290,0.755,-0.260,138.889,50.000,316.667,675.000,13.889,N
9,-0.300,0.850,-0.270,133.333,47.222,322.222,658.333,16.667,N
10,-0.335,0.930,-0.285,136.111,47.222,322.222,666.667,8.333,N
11,-0.305,0.900,-0.235,136.111,44.444,316.667,669.444,2.778,N
12,-0.270,0.830,-0.210,138.889,47.222,319.444,666.667,2.778,N
13,-0.275,0.845,-0.235,141.667,50.000,336.111,683.333,16.667,N
14,-0.265,0.895,-0.265,133.333,44.444,316.667,677.778,5.556,N
15,-0.315,0.835,-0.300,136.111,47.222,330.556,666.667,11.111,N
16,-0.330,0.830,-0.270,136.111,47.222,330.556,658.333,8.333,N
17,-0.275,0.820,-0.265,141.667,50.000,347.222,680.556,22.222,N
18,-0.260,0.865,-0.230,136.111,47.222,316.667,702.778,22.222,N
19,-0.270,0.750,-0.200,138.889,50.000,316.667,675.000,27.778,N
20,-0.255,0.830,-0.215,141.667,86.111,319.444,669.444,5.556,N
21,-0.265,0.875,-0.230,141.667,86.111,313.889,666.667,2.778,N
22,-0.260,0.860,-0.190,127.778,47.222,311.111,669.444,2.778,N
23,-0.240,0.885,-0.190,133.333,47.222,330.556,672.222,2.778,N
24,-0.215,0.830,-0.210,141.667,52.778,319.444,686.111,13.889,N
25,-0.235,0.905,-0.200,138.889,47.222,319.444,666.667,19.444,N
26,-0.235,0.885,-0.200,130.556,47.222,319.444,661.111,5.556,N
27,-0.255,0.920,-0.225,136.111,50.000,327.778,658.333,2.778,N
28,-0.285,0.935,-0.275,136.111,50.000,327.778,675.000,16.667,N
29,-0.305,0.945,-0.275,133.333,47.222,325.000,661.111,13.889,N
30,-0.295,0.850,-0.255,136.111,44.444,302.778,663.889,2.778,N
31,-0.265,0.830,-0.235,138.889,47.222,319.444,647.222,16.667,N
32,-0.265,0.830,-0.230,138.889,47.222,325.000,663.889,16.667,N
33,-0.280,0.795,-0.235,127.778,50.000,338.889,650.000,13.889,N
34,-0.265,0.930,-0.220,138.889,47.222,327.778,680.556,30.556,N
35,-0.255,0.955,-0.245,141.667,50.000,325.000,669.444,11.111,N
36,-0.270,0.875,-0.225,133.333,47.222,336.111,652.778,16.667,N
37,-0.250,0.870,-0.235,136.111,44.444,316.667,655.556,2.778,N
38,-0.255,0.860,-0.240,141.667,47.222,322.222,666.667,11.111,N
39,-0.275,0.785,-0.245,141.667,47.222,330.556,683.333,16.667,N
40,-0.280,0.815,-0.255,130.556,47.222,330.556,669.444,13.889,N
41,-0.310,0.855,-0.265,130.556,47.222,308.333,658.333,11.111,N
42,-0.310,0.940,-0.270,133.333,44.444,322.222,652.778,5.556,N
43,-0.295,0.820,-0.255,136.111,50.000,336.111,650.000,2.778,N
44,-0.275,0.855,-0.245,136.111,47.222,325.000,652.778,2.778,N
45,-0.270,0.835,-0.220,136.111,44.444,319.444,669.444,16.667,N
46,-0.265,0.790,-0.235,133.333,47.222,300.000,686.111,16.667,N
47,-0.270,0.895,-0.235,133.333,47.222,319.444,647.222,38.889,N
48,-0.285,0.900,-0.285,133.333,47.222,319.444,658.333,11.111,N
49,-0.320,0.855,-0.280,136.111,47.222,333.333,661.111,2.778,N
50,-0.290,0.810,-0.260,141.667,50.000,319.444,686.111,25.000,N
51,-0.295,0.785,-0.275,136.111,47.222,319.444,663.889,22.222,N
52,-0.325,0.655,-0.275,133.333,50.000,316.667,672.222,8.333,N
53,-0.325,0.740,-0.290,133.333,47.222,311.111,663.889,8.333,N
54,-0.340,0.840,-0.275,141.667,50.000,305.556,677.778,13.889,N
55,-0.305,0.850,-0.285,147.222,50.000,338.889,663.889,13.889,N
56,-0.315,0.780,-0.280,133.333,44.444,58.333,680.556,16.667,N
57,-0.325,0.780,-0.285,136.111,47.222,333.333,694.444,13.889,N
58,-0.305,0.840,-0.290,138.889,47.222,325.000,675.000,19.444,N
59,-0.330,0.875,-0.285,133.333,47.222,330.556,663.889,11.111,N
60,-0.335,0.790,-0.300,138.889,50.000,322.222,677.778,13.889,N
61,-0.320,0.780,-0.275,136.111,50.000,63.889,688.889,11.111,N
62,-0.300,0.775,-0.260,141.667,47.222,316.667,683.333,5.556,N
63,-0.295,0.745,-0.265,130.556,50.000,322.222,658.333,25.000,N
