id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.740,0.700,-0.870,158.333,100.000,322.222,658.333,5.556,N
2,-0.745,0.680,-0.865,133.333,97.222,308.333,608.333,50.000,N
3,-0.750,0.630,-0.905,155.556,100.000,297.222,655.556,47.222,N
4,-0.765,0.685,-0.885,163.889,97.222,297.222,652.778,2.778,N
5,-0.745,0.725,-0.825,155.556,97.222,300.000,672.222,19.444,N
6,-0.700,0.770,-0.810,155.556,100.000,311.111,658.333,13.889,N
7,-0.690,0.735,-0.795,161.111,100.000,305.556,669.444,11.111,N
8,-0.670,0.795,-0.775,147.222,94.444,302.778,666.667,2.778,N
9,-0.665,0.750,-0.815,144.444,100.000,302.778,677.778,11.111,N
10,-0.675,0.760,-0.840,147.222,100.000,291.667,675.000,2.778,N
11,-0.690,0.730,-0.865,152.778,97.222,294.444,691.667,16.667,N
12,-0.750,0.695,-0.880,144.444,100.000,302.778,697.222,5.556,N
13,-0.730,0.675,-0.885,163.889,100.000,305.556,697.222,0.000,N
14,-0.750,0.695,-0.910,158.333,97.222,311.111,691.667,5.556,N
15,-0.750,0.640,-0.900,147.222,97.222,291.667,686.111,5.556,N
16,-0.725,0.755,-0.855,150.000,100.000,288.889,680.556,5.556,N
17,-0.705,0.730,-0.870,166.667,100.000,305.556,708.333,27.778,N
18,-0.770,0.705,-0.930,155.556,100.000,286.111,697.222,11.111,N
19,-0.765,0.685,-0.915,150.000,100.000,291.667,694.444,2.778,N
20,-0.765,0.700,-0.875,147.222,100.000,313.889,672.222,22.222,N
21,-0.735,0.740,-0.850,155.556,100.000,308.333,702.778,30.556,N
22,-0.715,0.775,-0.840,161.111,102.778,291.667,697.222,5.556,N
23,-0.660,0.710,-0.815,152.778,97.222,291.667,691.667,5.556,N
24,-0.635,0.690,-0.720,144.444,72.222,83.333,663.889,27.778,N
25,-0.695,0.710,-0.880,172.222,102.778,300.000,730.556,66.667,N
26,-0.755,0.670,-0.930,161.111,97.222,380.556,683.333,47.222,N
27,-0.775,0.650,-0.890,152.778,100.000,388.889,661.111,22.222,N
28,-0.710,0.610,-0.920,155.556,102.778,294.444,672.222,11.111,N
29,-0.765,0.625,-0.880,155.556,100.000,316.667,702.778,30.556,N
30,-0.755,0.615,-0.955,144.444,97.222,297.222,680.556,22.222,N
31,-0.865,0.605,-0.780,152.778,100.000,-22594.444,680.556,0.000,N
32,-0.865,0.495,-0.895,147.222,94.444,286.111,633.333,47.222,N
33,-0.765,0.450,-0.860,158.333,72.222,83.333,669.444,36.111,N
34,-0.855,0.500,-0.780,155.556,100.000,-24569.444,672.222,2.778,N
35,-0.830,0.595,-0.940,161.111,97.222,294.444,658.333,13.889,N
36,-0.770,0.500,-0.890,144.444,69.444,80.556,652.778,5.556,N
37,-0.840,0.495,-0.940,169.444,77.778,88.889,663.889,11.111,N
38,-0.950,0.420,-0.780,152.778,72.222,-27227.778,683.333,19.444,N
39,-0.950,0.425,-0.780,147.222,69.444,-27900.000,669.444,13.889,N
40,-0.960,0.560,-0.780,150.000,97.222,-28566.667,666.667,2.778,N
41,-0.840,0.490,-0.920,169.444,77.778,88.889,655.556,11.111,N
42,-0.695,0.645,-0.850,141.667,75.000,300.000,700.000,44.444,N
43,-0.715,0.625,-0.890,155.556,100.000,311.111,686.111,13.889,N
44,-0.770,0.655,-0.915,144.444,69.444,302.778,680.556,5.556,N
45,-0.760,0.730,-0.880,169.444,102.778,322.222,694.444,13.889,N
46,-0.720,0.730,-0.800,155.556,100.000,319.444,694.444,0.000,N
47,-0.625,0.775,-0.745,152.778,100.000,288.889,700.000,5.556,N
48,-0.640,0.710,-0.790,147.222,100.000,313.889,694.444,5.556,N
49,-0.655,0.760,-0.815,155.556,100.000,313.889,716.667,22.222,N
50,-0.700,0.700,-0.845,158.333,97.222,300.000,708.333,8.333,N
51,-0.750,0.700,-0.860,169.444,100.000,300.000,700.000,8.333,N
