id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.350,1.200,0.060,163.889,86.111,302.778,733.333,8.333,N
2,-0.455,0.995,0.170,177.778,86.111,283.333,716.667,16.667,N
3,-0.175,0.960,0.275,169.444,86.111,283.333,727.778,11.111,N
4,-0.250,1.545,-0.140,177.778,88.889,316.667,738.889,11.111,N
5,-0.175,1.355,-0.225,61.111,88.889,327.778,722.222,16.667,N
6,-0.150,1.475,-0.245,58.333,88.889,311.111,758.333,36.111,N
7,-0.220,1.675,-0.250,58.333,86.111,316.667,744.444,13.889,N
8,-0.115,1.700,-0.145,175.000,86.111,283.333,719.444,25.000,N
9,-0.210,1.710,-0.195,58.333,86.111,316.667,719.444,0.000,N
10,-0.290,1.640,-0.235,166.667,86.111,105.556,716.667,2.778,N
11,-0.245,1.840,-0.200,169.444,88.889,322.222,719.444,2.778,N
12,-0.180,1.595,-0.225,166.667,88.889,300.000,725.000,5.556,N
13,-0.115,1.775,-0.190,58.333,86.111,325.000,730.556,5.556,N
14,-0.210,1.740,-0.230,58.333,86.111,297.222,761.111,30.556,N
15,-0.140,1.800,-0.160,172.222,86.111,280.556,750.000,11.111,N
16,-0.135,1.680,-0.040,58.333,86.111,327.778,752.778,2.778,N
17,-0.150,1.510,-0.080,58.333,86.111,308.333,761.111,8.333,N
18,-0.080,1.905,-0.005,58.333,86.111,322.222,755.556,5.556,N
19,-0.105,1.445,0.395,166.667,86.111,291.667,763.889,8.333,N
20,-0.055,1.275,0.290,166.667,80.556,291.667,733.333,30.556,N
21,-0.150,1.270,0.140,161.111,80.556,269.444,741.667,8.333,N
22,-0.210,1.105,0.200,155.556,86.111,280.556,736.111,5.556,N
23,-0.145,1.190,0.150,163.889,86.111,286.111,761.111,25.000,N
24,-0.255,1.095,0.300,169.444,80.556,291.667,758.333,2.778,N
25,-0.095,1.095,0.230,141.667,61.111,255.556,713.889,44.444,N
26,-0.050,1.255,0.200,169.444,88.889,291.667,727.778,13.889,N
27,-0.300,1.195,0.200,172.222,86.111,286.111,700.000,27.778,N
28,-0.105,1.160,0.340,163.889,75.000,291.667,688.889,11.111,N
29,-0.180,1.115,0.235,169.444,83.333,272.222,691.667,2.778,N
30,-0.180,1.135,0.070,169.444,88.889,308.333,694.444,2.778,N
31,-0.145,1.215,0.310,166.667,83.333,294.444,719.444,25.000,N
32,-0.235,1.180,0.155,152.778,58.333,252.778,750.000,30.556,N
33,-0.235,1.210,0.180,163.889,86.111,283.333,769.444,19.444,N
34,-0.240,1.725,-0.125,58.333,86.111,302.778,747.222,22.222,N
35,-0.095,1.825,-0.085,58.333,86.111,308.333,761.111,13.889,N
36,-0.050,1.905,-0.050,172.222,86.111,319.444,788.889,27.778,N
37,-0.105,1.650,-0.080,58.333,88.889,300.000,780.556,8.333,N
38,-0.155,1.590,-0.085,158.333,88.889,319.444,777.778,2.778,N
39,-0.135,1.850,-0.095,158.333,86.111,327.778,758.333,19.444,N
40,-0.135,1.180,0.265,166.667,88.889,275.000,747.222,11.111,N
41,-0.155,1.345,0.425,158.333,69.444,275.000,758.333,11.111,N
42,-0.155,1.240,0.305,169.444,88.889,280.556,758.333,0.000,N
43,-0.145,1.240,0.210,175.000,86.111,280.556,761.111,2.778,N
44,-0.155,1.175,0.245,161.111,69.444,255.556,775.000,13.889,N
45,-0.210,0.855,0.285,172.222,86.111,283.333,791.667,16.667,N
46,-0.030,1.205,0.320,163.889,72.222,252.778,777.778,13.889,N
47,-0.130,1.725,-0.015,172.222,88.889,330.556,791.667,13.889,N
48,-0.040,1.665,-0.060,58.333,88.889,305.556,805.556,13.889,N
49,-0.065,2.130,-0.090,58.333,86.111,319.444,786.111,19.444,N
50,-0.095,1.955,-0.025,58.333,86.111,316.667,763.889,22.222,N
51,-0.065,1.780,-0.070,166.667,86.111,316.667,766.667,2.778,N
52,-0.090,1.840,-0.060,58.333,88.889,322.222,772.222,5.556,N
53,-0.100,1.870,-0.040,169.444,86.111,311.111,738.889,33.333,N
54,-0.045,1.920,0.080,172.222,86.111,283.333,769.444,30.556,N
55,0.035,1.370,0.365,163.889,69.444,277.778,780.556,11.111,N
56,-0.140,1.310,0.285,158.333,86.111,294.444,761.111,19.444,N
57,-0.080,1.235,0.235,158.333,88.889,277.778,763.889,2.778,N
58,-0.110,1.210,0.190,166.667,86.111,280.556,794.444,30.556,N
59,-0.205,1.195,0.240,166.667,86.111,275.000,836.111,41.667,N
60,-0.125,1.080,0.245,163.889,86.111,283.333,825.000,11.111,N
61,-0.105,1.100,0.210,163.889,77.778,288.889,822.222,2.778,N
62,-0.120,1.020,0.225,155.556,83.333,288.889,800.000,22.222,N
63,-0.130,0.815,0.185,155.556,80.556,261.111,769.444,30.556,N
64,-0.040,0.725,0.150,158.333,88.889,263.889,775.000,5.556,N
65,-0.070,0.725,0.300,155.556,86.111,305.556,752.778,22.222,N
66,-0.190,0.775,0.135,163.889,80.556,280.556,783.333,30.556,N
67,-0.120,0.630,0.235,163.889,86.111,277.778,805.556,22.222,N
