id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.095,1.140,-0.140,147.222,88.889,305.556,713.889,22.222,N
2,-0.055,1.195,-0.115,144.444,94.444,294.444,713.889,0.000,N
3,-0.060,1.165,-0.140,158.333,105.556,325.000,713.889,0.000,N
4,-0.060,1.205,-0.150,155.556,97.222,322.222,727.778,13.889,N
5,-0.075,1.205,-0.165,161.111,97.222,325.000,761.111,33.333,N
6,-0.095,1.255,-0.160,152.778,97.222,305.556,755.556,5.556,N
7,-0.105,1.220,-0.175,152.778,97.222,305.556,730.556,25.000,N
8,-0.045,1.220,-0.095,147.222,100.000,302.778,702.778,27.778,N
9,0.010,1.320,-0.080,144.444,94.444,308.333,691.667,11.111,N
10,0.000,1.200,-0.105,141.667,91.667,305.556,697.222,5.556,N
11,-0.025,1.245,-0.105,147.222,97.222,327.778,722.222,25.000,N
12,-0.025,1.235,-0.115,155.556,113.889,338.889,755.556,33.333,N
13,-0.060,1.230,-0.155,158.333,111.111,341.667,741.667,13.889,N
14,-0.130,1.125,-0.195,155.556,108.333,325.000,747.222,5.556,N
15,-0.075,1.165,-0.170,152.778,94.444,311.111,733.333,13.889,N
16,-0.080,1.175,-0.165,158.333,97.222,308.333,738.889,5.556,N
17,-0.095,1.160,-0.165,150.000,116.667,341.667,702.778,36.111,N
18,-0.060,1.190,-0.130,138.889,102.778,305.556,702.778,0.000,N
19,-0.130,1.695,-0.195,161.111,102.778,361.111,427.778,275.000,V
20,-0.070,1.180,-0.035,147.222,102.778,327.778,1005.556,577.778,N
21,-0.095,1.180,-0.200,161.111,97.222,327.778,755.556,250.000,N
22,-0.080,1.210,-0.160,152.778,94.444,333.333,758.333,2.778,N
23,-0.100,1.210,-0.165,147.222,94.444,311.111,744.444,13.889,N
24,-0.080,1.135,-0.165,147.222,94.444,286.111,722.222,22.222,N
25,-0.060,1.210,-0.160,147.222,94.444,305.556,694.444,27.778,N
26,-0.075,1.215,-0.145,150.000,116.667,341.667,722.222,27.778,N
27,-0.025,1.210,-0.125,141.667,91.667,305.556,725.000,2.778,N
28,-0.125,1.720,-0.175,138.889,108.333,352.778,430.556,294.444,V
29,-0.085,1.225,-0.075,147.222,94.444,322.222,1022.222,591.667,N
30,-0.145,1.140,-0.235,155.556,94.444,327.778,761.111,261.111,N
31,-0.080,1.150,-0.130,155.556,91.667,327.778,736.111,25.000,N
32,0.005,1.260,-0.085,144.444,91.667,308.333,733.333,2.778,N
33,0.000,1.280,-0.060,144.444,116.667,325.000,713.889,19.444,N
34,-0.005,1.265,-0.245,147.222,94.444,383.333,694.444,19.444,N
35,-0.070,1.195,-0.155,144.444,94.444,308.333,680.556,13.889,N
36,-0.005,1.250,-0.170,152.778,97.222,322.222,722.222,41.667,N
37,-0.110,1.230,-0.200,152.778,97.222,305.556,763.889,41.667,N
38,-0.110,1.200,-0.150,155.556,116.667,325.000,736.111,27.778,N
39,-0.020,1.265,-0.075,152.778,97.222,322.222,730.556,5.556,N
40,-0.020,1.270,-0.090,141.667,91.667,311.111,722.222,8.333,N
41,-0.005,1.315,-0.065,133.333,113.889,305.556,711.111,11.111,N
42,0.025,1.310,-0.050,147.222,97.222,305.556,700.000,11.111,N
43,0.040,1.315,-0.025,147.222,100.000,316.667,708.333,8.333,N
44,0.045,1.295,-0.040,147.222,91.667,311.111,711.111,2.778,N
45,0.045,1.305,0.000,144.444,97.222,311.111,727.778,16.667,N
46,-0.025,1.950,-0.140,188.889,113.889,402.778,488.889,238.889,V
47,0.090,1.400,0.100,155.556,105.556,358.333,1005.556,516.667,N
48,0.060,1.345,-0.080,144.444,94.444,308.333,736.111,269.444,N
