id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.120,1.375,0.070,58.333,72.222,355.556,891.667,444.444,N
2,-0.110,1.385,0.000,58.333,80.556,375.000,880.556,11.111,N
3,0.055,1.115,0.365,61.111,102.778,122.222,525.000,355.556,V
4,-0.160,1.285,0.020,55.556,72.222,358.333,1038.889,513.889,N
5,-0.140,1.295,-0.040,58.333,75.000,322.222,722.222,316.667,N
6,-0.135,1.340,-0.015,55.556,69.444,322.222,811.111,88.889,N
7,0.005,1.125,0.220,55.556,105.556,122.222,455.556,355.556,V
8,-0.210,1.235,-0.050,55.556,75.000,358.333,847.222,391.667,N
9,-0.155,1.390,-0.105,172.222,86.111,350.000,663.889,183.333,N
10,-0.135,1.320,0.040,58.333,83.333,355.556,1280.556,616.667,N
11,-0.140,1.345,-0.025,163.889,83.333,330.556,758.333,522.222,N
12,-0.190,1.355,-0.085,61.111,80.556,325.000,916.667,158.333,N
13,-0.230,1.355,-0.095,83.333,83.333,358.333,1002.778,86.111,N
14,-0.185,1.285,0.020,150.000,83.333,305.556,969.444,33.333,N
15,-0.185,1.355,-0.020,55.556,61.111,308.333,705.556,263.889,N
16,-0.210,1.400,-0.030,172.222,72.222,325.000,730.556,25.000,N
17,-0.080,1.025,0.240,194.444,111.111,127.778,505.556,225.000,V
18,-0.195,1.275,-0.050,58.333,80.556,355.556,863.889,358.333,N
19,-0.200,1.420,-0.140,155.556,66.667,316.667,697.222,166.667,N
20,-0.240,1.380,-0.060,58.333,72.222,322.222,700.000,2.778,N
21,-0.060,1.180,0.345,172.222,108.333,119.444,447.222,252.778,V
22,-0.260,1.255,-0.060,55.556,77.778,341.667,1019.444,572.222,N
23,-0.250,1.345,-0.115,69.444,72.222,322.222,933.333,86.111,N
24,-0.185,1.470,0.015,100.000,86.111,341.667,825.000,108.333,N
25,0.010,1.140,0.215,188.889,105.556,122.222,491.667,333.333,V
26,-0.160,1.440,0.050,86.111,86.111,336.111,1061.111,569.444,N
27,-0.085,1.610,0.060,108.333,72.222,325.000,638.889,422.222,N
28,-0.175,1.555,-0.005,188.889,69.444,319.444,680.556,41.667,N
