id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.685,1.180,-0.420,194.444,83.333,377.778,1325.000,16.667,N
2,-0.670,1.285,-0.470,197.222,77.778,355.556,1186.111,138.889,N
3,-0.710,1.365,-0.390,188.889,66.667,355.556,1152.778,33.333,N
4,-0.705,1.185,-0.435,194.444,80.556,369.444,1336.111,183.333,N
5,-0.720,1.285,-0.400,197.222,83.333,380.556,1216.667,119.444,N
6,-0.615,1.385,-0.300,197.222,77.778,361.111,1133.333,83.333,N
7,-0.640,1.405,-0.340,194.444,77.778,386.111,1352.778,219.444,N
8,-0.625,1.295,-0.315,197.222,80.556,377.778,1322.222,30.556,N
9,-0.580,1.365,-0.285,197.222,77.778,383.333,1225.000,97.222,N
10,-0.620,1.370,-0.355,197.222,66.667,358.333,1452.778,227.778,N
11,-0.740,1.140,-0.435,194.444,80.556,377.778,1330.556,122.222,N
12,-0.685,1.105,-0.465,194.444,77.778,361.111,1213.889,116.667,N
13,-0.725,1.190,-0.440,197.222,72.222,380.556,1336.111,122.222,N
14,-0.760,1.090,-0.450,197.222,80.556,380.556,1341.667,5.556,N
15,-0.740,1.105,-0.430,197.222,83.333,380.556,1238.889,102.778,N
16,-0.665,1.315,-0.380,197.222,77.778,388.889,1358.333,119.444,N
17,-0.675,1.055,-0.435,197.222,83.333,386.111,1341.667,16.667,N
18,-0.685,1.205,-0.435,197.222,83.333,383.333,1205.556,136.111,N
19,-0.650,1.145,-0.375,197.222,83.333,386.111,1297.222,91.667,N
20,-0.665,0.975,-0.415,197.222,80.556,380.556,1333.333,36.111,N
21,-0.650,1.220,-0.380,194.444,72.222,386.111,1222.222,111.111,N
22,-0.650,1.265,-0.340,197.222,77.778,377.778,1347.222,125.000,N
23,-0.685,1.045,-0.415,197.222,86.111,386.111,1341.667,5.556,N
24,-0.640,1.160,-0.370,197.222,80.556,386.111,1288.889,52.778,N
25,-0.580,1.265,-0.330,197.222,69.444,380.556,1361.111,72.222,N
26,-0.595,1.105,-0.380,197.222,69.444,358.333,1330.556,30.556,N
27,-0.595,1.195,-0.320,197.222,83.333,386.111,1155.556,175.000,N
28,-0.560,1.180,-0.335,197.222,69.444,355.556,1283.333,127.778,N
29,-0.650,0.900,-0.420,194.444,77.778,386.111,1238.889,44.444,N
30,-0.645,1.115,-0.425,194.444,77.778,377.778,1138.889,100.000,N
31,-0.705,1.095,-0.360,197.222,72.222,363.889,1188.889,50.000,N
32,-0.655,0.870,-0.420,194.444,69.444,352.778,1236.111,47.222,N
33,-0.710,0.945,-0.445,197.222,86.111,380.556,1083.333,152.778,N
34,-0.720,1.040,-0.390,188.889,72.222,358.333,1113.889,30.556,N
35,-0.700,1.025,-0.370,197.222,77.778,386.111,1211.111,97.222,N
36,-0.670,1.010,-0.430,197.222,66.667,361.111,1122.222,88.889,N
37,-0.620,1.090,-0.375,197.222,69.444,352.778,1075.000,47.222,N
38,-0.715,0.925,-0.445,194.444,80.556,372.222,1263.889,188.889,N
39,-0.810,0.860,-0.540,194.444,83.333,388.889,1183.333,80.556,N
40,-0.775,1.010,-0.500,197.222,72.222,377.778,1127.778,55.556,N
41,-0.755,0.890,-0.470,194.444,80.556,369.444,1294.444,166.667,N
42,-0.775,0.885,-0.580,194.444,75.000,347.222,1175.000,119.444,N
43,-0.810,1.055,-0.465,194.444,83.333,377.778,1119.444,55.556,N
44,-0.795,1.025,-0.490,194.444,75.000,380.556,1211.111,91.667,N
45,-0.845,0.975,-0.535,197.222,80.556,383.333,1141.667,69.444,N
46,-0.790,1.185,-0.380,197.222,83.333,375.000,1080.556,61.111,N
47,-0.750,1.215,-0.375,197.222,66.667,377.778,1241.667,161.111,N
48,-0.725,1.025,-0.430,194.444,69.444,358.333,1263.889,22.222,N
49,-0.675,1.190,-0.360,197.222,86.111,383.333,1158.333,105.556,N
50,-0.725,1.255,-0.375,197.222,80.556,369.444,1247.222,88.889,N
51,-0.715,1.180,-0.410,197.222,77.778,377.778,1213.889,33.333,N
52,-0.625,1.340,-0.285,191.667,63.889,355.556,1152.778,61.111,N
53,-0.635,1.240,-0.280,191.667,83.333,377.778,1230.556,77.778,N
54,-0.685,1.095,-0.430,188.889,86.111,375.000,1233.333,2.778,N
55,-0.720,1.375,-0.290,197.222,80.556,355.556,1122.222,111.111,N
56,-0.675,1.345,-0.280,191.667,80.556,372.222,1247.222,125.000,N
57,-0.690,1.235,-0.370,197.222,75.000,358.333,1211.111,36.111,N
58,-0.585,1.510,-0.200,194.444,75.000,358.333,1100.000,111.111,N
59,-0.600,1.330,-0.260,194.444,83.333,366.667,1038.889,61.111,N
60,-0.640,1.330,-0.410,197.222,83.333,383.333,988.889,50.000,N
61,-0.830,1.140,-0.460,191.667,72.222,350.000,1011.111,22.222,N
62,-0.800,1.165,-0.355,197.222,77.778,352.778,1000.000,11.111,N
63,-0.720,1.420,-0.385,197.222,80.556,375.000,947.222,52.778,N
64,-0.750,1.240,-0.390,197.222,72.222,366.667,1022.222,75.000,N
65,-0.745,1.185,-0.360,197.222,83.333,372.222,1055.556,33.333,N
66,-0.615,1.280,-0.330,194.444,83.333,369.444,1027.778,27.778,N
67,-0.695,1.230,-0.325,177.778,80.556,369.444,1130.556,102.778,N
68,-0.640,1.045,-0.400,197.222,77.778,380.556,1327.778,197.222,N
69,-0.610,1.340,-0.405,197.222,77.778,352.778,1269.444,58.333,N
70,-0.650,1.250,-0.385,194.444,80.556,377.778,1305.556,36.111,N
71,-0.675,0.945,-0.485,191.667,69.444,380.556,1283.333,22.222,N
72,-0.685,1.200,-0.515,197.222,61.111,375.000,1200.000,83.333,N
73,-0.725,1.105,-0.480,194.444,75.000,355.556,1205.556,5.556,N
74,-0.720,0.945,-0.495,197.222,75.000,383.333,1272.222,66.667,N
75,-0.700,1.125,-0.510,197.222,63.889,369.444,1158.333,113.889,N
76,-0.735,1.205,-0.445,197.222,86.111,383.333,1186.111,27.778,N
77,-0.735,0.990,-0.465,183.333,83.333,380.556,1236.111,50.000,N
78,-0.720,1.210,-0.510,197.222,80.556,383.333,1130.556,105.556,N
79,-0.720,1.070,-0.440,197.222,80.556,383.333,1166.667,36.111,N
80,-0.675,1.080,-0.430,197.222,75.000,377.778,1400.000,233.333,N
81,-0.735,1.025,-0.535,191.667,72.222,361.111,1186.111,213.889,N
82,-0.725,1.125,-0.435,188.889,80.556,366.667,1133.333,52.778,N
83,-0.675,1.035,-0.420,191.667,69.444,355.556,1402.778,269.444,N
84,-0.795,1.035,-0.805,197.222,75.000,-104513.889,1183.333,219.444,N
85,-0.805,0.120,-0.805,105641.667,66.667,-105602.778,1077.778,105.556,N
86,-0.910,1.015,-0.155,180.556,66.667,352.778,1008.333,69.444,N
87,-0.055,1.915,0.330,197.222,77.778,375.000,969.444,38.889,N
88,-0.320,1.595,0.080,194.444,75.000,358.333,1000.000,30.556,N
89,-0.380,1.375,-0.080,197.222,80.556,350.000,1047.222,47.222,N
90,-0.425,1.305,-0.170,177.778,83.333,372.222,1008.333,38.889,N
91,-0.605,1.275,-0.285,175.000,86.111,377.778,1063.889,55.556,N
92,-0.710,1.155,-0.375,180.556,83.333,375.000,1108.333,44.444,N
93,-0.635,1.170,-0.350,197.222,75.000,375.000,1088.889,19.444,N
94,-0.725,1.175,-0.430,197.222,83.333,383.333,1375.000,286.111,N
95,-0.705,1.160,-0.520,197.222,72.222,380.556,1383.333,8.333,N
96,-0.675,1.230,-0.450,194.444,75.000,383.333,1338.889,44.444,N
97,-0.720,1.060,-0.520,197.222,80.556,386.111,1369.444,30.556,N
98,-0.765,1.180,-0.520,169.444,80.556,386.111,1208.333,161.111,N
99,-0.755,1.160,-0.465,194.444,83.333,383.333,1233.333,25.000,N
100,-0.745,1.085,-0.545,197.222,75.000,386.111,1297.222,63.889,N
101,-0.850,1.025,-0.650,188.889,77.778,380.556,1166.667,130.556,N
102,-0.805,1.175,-0.540,186.111,83.333,369.444,1086.111,80.556,N
103,-0.845,1.080,-0.460,194.444,83.333,375.000,1161.111,75.000,N
104,-0.765,1.190,-0.490,191.667,83.333,377.778,1244.444,83.333,N
105,-0.755,1.210,-0.410,194.444,83.333,372.222,1169.444,75.000,N
106,-0.675,1.320,-0.375,197.222,75.000,383.333,1236.111,66.667,N
107,-0.705,1.190,-0.420,197.222,77.778,383.333,1272.222,36.111,N
108,-0.660,1.195,-0.395,191.667,83.333,375.000,1022.222,250.000,N
109,-0.700,1.225,-0.400,191.667,75.000,369.444,1016.667,5.556,N
110,-0.670,1.165,-0.265,188.889,66.667,350.000,1019.444,2.778,N
111,-0.460,1.530,-0.060,172.222,83.333,377.778,1055.556,36.111,N
112,-0.590,1.280,-0.475,197.222,80.556,355.556,1461.111,405.556,N
113,-0.880,0.895,-0.705,197.222,83.333,383.333,1300.000,161.111,N
114,-0.885,0.890,-0.655,194.444,80.556,383.333,1336.111,36.111,N
115,-0.895,0.705,-0.755,194.444,69.444,350.000,1327.778,8.333,N
116,-0.905,0.930,-0.665,197.222,77.778,377.778,1238.889,88.889,N
117,-0.870,0.965,-0.565,197.222,83.333,380.556,1308.333,69.444,N
118,-0.830,0.895,-0.630,197.222,80.556,372.222,1330.556,22.222,N
119,-0.770,1.050,-0.495,197.222,66.667,358.333,1180.556,150.000,N
120,-0.810,0.910,-0.510,191.667,83.333,383.333,1361.111,180.556,N
121,-0.790,0.825,-0.550,197.222,80.556,366.667,1300.000,61.111,N
122,-0.735,0.980,-0.495,197.222,77.778,361.111,1150.000,150.000,N
123,-0.785,0.995,-0.470,197.222,86.111,377.778,1219.444,69.444,N
124,-0.850,0.855,-0.515,197.222,83.333,380.556,1302.778,83.333,N
125,-0.755,0.965,-0.515,197.222,86.111,383.333,1194.444,108.333,N
126,-0.770,1.150,-0.435,194.444,83.333,391.667,1161.111,33.333,N
127,-0.800,0.905,-0.515,197.222,83.333,383.333,1305.556,144.444,N
128,-0.730,1.040,-0.520,194.444,72.222,369.444,1058.333,247.222,N
129,-0.810,0.945,-0.440,191.667,83.333,369.444,1058.333,0.000,N
130,-0.865,0.940,-0.505,197.222,83.333,369.444,1100.000,41.667,N
131,-0.870,0.995,-0.500,197.222,83.333,372.222,1163.889,63.889,N
132,-0.745,0.860,-0.515,186.111,63.889,355.556,1505.556,341.667,N
133,-0.795,0.890,-0.590,191.667,63.889,355.556,1402.778,102.778,N
134,-0.730,1.025,-0.535,194.444,69.444,383.333,1272.222,130.556,N
135,-0.780,1.000,-0.565,197.222,72.222,380.556,1333.333,61.111,N
136,-0.765,0.995,-0.590,191.667,75.000,386.111,1263.889,69.444,N
137,-0.685,1.160,-0.465,197.222,80.556,386.111,1213.889,50.000,N
138,-0.730,1.180,-0.505,197.222,77.778,383.333,1305.556,91.667,N
139,-0.745,1.070,-0.575,194.444,72.222,358.333,1191.667,113.889,N
140,-0.705,1.080,-0.445,197.222,66.667,344.444,1100.000,91.667,N
141,-0.800,1.125,-0.475,197.222,80.556,375.000,1177.778,77.778,N
142,-0.780,1.130,-0.465,194.444,69.444,355.556,1152.778,25.000,N
143,-0.835,1.195,-0.515,194.444,80.556,394.444,1097.222,55.556,N
144,-0.730,1.340,-0.390,197.222,80.556,391.667,1105.556,8.333,N
145,-0.740,1.405,-0.365,197.222,83.333,391.667,1380.556,275.000,N
146,-0.720,1.315,-0.460,191.667,83.333,372.222,1316.667,63.889,N
147,-0.705,1.375,-0.360,197.222,80.556,386.111,1116.667,200.000,N
148,-0.685,1.375,-0.295,191.667,86.111,388.889,1325.000,208.333,N
149,-0.610,1.390,-0.340,194.444,75.000,386.111,1266.667,58.333,N
150,-0.655,1.400,-0.425,186.111,66.667,352.778,1066.667,200.000,N
151,-0.755,1.260,-0.405,194.444,80.556,358.333,1013.889,52.778,N
152,-0.805,1.170,-0.390,197.222,80.556,366.667,1025.000,11.111,N
153,-0.730,1.420,-0.325,197.222,86.111,369.444,988.889,36.111,N
154,-0.770,1.360,-0.320,197.222,83.333,377.778,1030.556,41.667,N
155,-0.610,1.300,-0.350,197.222,72.222,366.667,1419.444,388.889,N
156,-0.590,1.280,-0.345,191.667,80.556,394.444,1322.222,97.222,N
157,-0.645,1.290,-0.315,183.333,83.333,375.000,1394.444,72.222,N
158,-0.660,1.265,-0.475,197.222,83.333,388.889,1313.889,80.556,N
159,-0.635,1.290,-0.420,197.222,75.000,375.000,1311.111,2.778,N
160,-0.695,1.295,-0.445,197.222,80.556,369.444,1386.111,75.000,N
161,-0.685,1.185,-0.565,194.444,77.778,369.444,1233.333,152.778,N
162,-0.725,1.155,-0.465,197.222,75.000,380.556,1208.333,25.000,N
