id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.070,2.010,0.560,113.889,44.444,308.333,1005.556,0.000,N
2,-0.060,1.940,0.520,116.667,47.222,313.889,1058.333,52.778,N
3,-0.050,1.935,0.595,119.444,47.222,311.111,1022.222,36.111,N
4,0.215,2.075,0.710,119.444,44.444,300.000,1038.889,16.667,N
5,0.075,1.845,0.410,113.889,47.222,291.667,963.889,75.000,N
6,-0.080,1.915,0.480,113.889,44.444,297.222,877.778,86.111,N
7,-0.095,1.870,0.490,111.111,47.222,308.333,936.111,58.333,N
8,-0.310,1.930,0.325,113.889,50.000,316.667,1000.000,63.889,N
9,-0.035,2.050,0.595,116.667,47.222,308.333,972.222,27.778,N
10,0.105,2.055,0.485,105.556,47.222,302.778,919.444,52.778,N
11,-0.085,2.045,0.295,100.000,41.667,286.111,930.556,11.111,N
12,0.050,2.100,0.535,105.556,47.222,297.222,855.556,75.000,N
13,0.005,2.155,0.300,100.000,44.444,291.667,841.667,13.889,N
14,0.050,2.115,0.310,113.889,44.444,311.111,847.222,5.556,N
15,0.060,2.055,0.205,100.000,47.222,313.889,863.889,16.667,N
16,-0.035,1.925,0.265,105.556,52.778,325.000,827.778,36.111,N
17,0.070,1.900,0.185,108.333,50.000,311.111,791.667,36.111,N
18,0.045,1.965,0.155,108.333,47.222,297.222,800.000,8.333,N
19,0.105,2.155,0.240,102.778,44.444,286.111,808.333,8.333,N
20,0.175,2.200,0.230,94.444,44.444,277.778,775.000,33.333,N
21,0.110,2.115,0.055,111.111,44.444,294.444,783.333,8.333,N
22,0.080,2.040,0.035,105.556,50.000,288.889,794.444,11.111,N
23,0.065,2.035,0.055,102.778,50.000,322.222,811.111,16.667,N
24,0.045,1.990,-0.075,100.000,47.222,302.778,786.111,25.000,N
25,-0.040,1.920,-0.090,97.222,44.444,280.556,741.667,44.444,N
26,-0.025,1.860,0.020,94.444,44.444,280.556,683.333,58.333,N
27,0.045,2.020,-0.005,108.333,41.667,277.778,683.333,0.000,N
28,0.010,2.015,-0.065,113.889,44.444,280.556,700.000,16.667,N
29,-0.030,1.915,0.110,94.444,47.222,300.000,747.222,47.222,N
30,-0.125,1.950,0.080,113.889,47.222,300.000,769.444,22.222,N
31,0.025,1.995,0.105,119.444,47.222,288.889,744.444,25.000,N
32,-0.030,1.915,0.195,111.111,52.778,300.000,838.889,94.444,N
33,0.025,1.815,0.235,105.556,50.000,302.778,997.222,158.333,N
34,0.020,1.705,0.220,108.333,47.222,294.444,955.556,41.667,N
35,0.085,1.595,0.250,105.556,116.667,330.556,963.889,8.333,N
36,0.050,1.390,0.190,105.556,102.778,325.000,977.778,13.889,N
37,-0.030,1.165,0.070,113.889,108.333,341.667,1005.556,27.778,N
38,-0.180,1.155,0.240,105.556,105.556,327.778,977.778,27.778,N
39,-0.005,1.215,0.080,105.556,102.778,311.111,883.333,94.444,N
40,-0.050,1.085,0.075,97.222,113.889,311.111,827.778,55.556,N
41,0.010,1.085,0.060,100.000,116.667,322.222,836.111,8.333,N
42,0.030,0.980,0.055,94.444,100.000,322.222,858.333,22.222,N
43,0.035,1.020,0.115,111.111,113.889,341.667,936.111,77.778,N
44,0.035,0.980,0.130,105.556,116.667,338.889,941.667,5.556,N
45,0.005,0.920,0.170,100.000,113.889,341.667,911.111,30.556,N
46,0.050,0.945,0.150,100.000,113.889,327.778,916.667,5.556,N
47,0.050,0.985,0.125,105.556,111.111,319.444,941.667,25.000,N
48,-0.085,0.920,0.135,108.333,116.667,325.000,958.333,16.667,N
49,-0.050,0.890,0.095,111.111,113.889,325.000,1000.000,41.667,N
50,-0.215,0.865,0.215,108.333,102.778,330.556,1091.667,91.667,N
51,-0.050,0.865,0.015,111.111,111.111,325.000,988.889,102.778,N
52,-0.065,0.890,0.035,108.333,105.556,330.556,963.889,25.000,N
53,-0.010,0.930,0.045,111.111,113.889,313.889,902.778,61.111,N
54,-0.015,0.855,-0.025,97.222,113.889,325.000,852.778,50.000,N
55,-0.045,0.860,-0.025,94.444,111.111,341.667,863.889,11.111,N
56,0.100,1.070,0.090,100.000,116.667,344.444,888.889,25.000,N
