id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.290,0.245,-0.005,188.889,105.556,391.667,794.444,36.111,/
2,-0.215,0.095,0.045,188.889,102.778,388.889,797.222,2.778,/
3,-0.245,1.425,-0.250,194.444,91.667,402.778,802.778,5.556,f
4,-0.200,0.770,-0.075,63.889,91.667,372.222,755.556,47.222,f
5,-0.235,0.350,-0.020,197.222,97.222,386.111,869.444,113.889,/
6,-0.220,0.135,-0.050,197.222,97.222,377.778,830.556,38.889,/
7,-0.310,0.315,-0.065,186.111,116.667,391.667,805.556,25.000,/
8,-0.320,0.115,-0.080,194.444,111.111,397.222,808.333,2.778,/
9,-0.300,0.225,-0.025,183.333,116.667,388.889,805.556,2.778,/
10,-0.270,1.410,-0.255,58.333,91.667,394.444,805.556,0.000,f
11,-0.130,0.840,-0.025,69.444,102.778,102.778,761.111,44.444,f
12,-0.195,0.415,0.055,186.111,100.000,388.889,850.000,88.889,/
13,-0.180,0.435,0.025,197.222,116.667,405.556,847.222,2.778,/
14,-0.220,0.270,0.045,169.444,91.667,375.000,825.000,22.222,/
15,-0.120,0.690,0.145,197.222,113.889,402.778,808.333,16.667,/
16,-0.125,0.500,0.055,188.889,108.333,391.667,794.444,13.889,/
17,-0.180,1.520,-0.180,191.667,86.111,391.667,800.000,5.556,f
18,0.875,0.950,-0.160,66.667,91.667,386.111,844.444,44.444,f
19,-0.205,0.425,0.030,155.556,105.556,391.667,750.000,94.444,/
20,-0.185,0.270,-0.050,191.667,108.333,388.889,855.556,105.556,/
21,-0.245,0.565,-0.050,177.778,108.333,394.444,813.889,41.667,/
22,-0.300,0.225,-0.090,197.222,102.778,391.667,827.778,13.889,/
23,-0.305,0.410,-0.105,177.778,83.333,327.778,805.556,22.222,/
24,-0.330,1.720,-0.455,183.333,111.111,402.778,797.222,8.333,f
25,0.810,0.930,-0.385,58.333,75.000,363.889,838.889,41.667,f
26,-0.365,0.160,-0.015,125.000,91.667,397.222,730.556,108.333,/
27,-0.100,-0.050,0.265,147.222,86.111,288.889,866.667,136.111,/
28,0.140,0.995,0.490,69.444,102.778,375.000,827.778,38.889,/
29,0.220,0.635,0.335,186.111,86.111,372.222,816.667,11.111,/
30,0.040,0.525,0.080,161.111,108.333,377.778,805.556,11.111,/
31,-0.160,1.230,-0.285,194.444,97.222,391.667,833.333,27.778,f
32,-0.225,0.740,-0.105,69.444,86.111,358.333,758.333,75.000,f
33,-0.275,0.115,-0.030,197.222,113.889,402.778,780.556,22.222,/
34,-0.230,0.340,-0.005,163.889,86.111,108.333,836.111,55.556,/
35,-0.300,0.120,-0.160,183.333,116.667,322.222,850.000,13.889,/
36,-0.365,0.155,-0.120,158.333,108.333,394.444,822.222,27.778,/
37,-0.360,1.320,-0.350,188.889,83.333,391.667,830.556,8.333,f
38,-0.265,1.110,-0.270,183.333,100.000,402.778,808.333,22.222,f
39,0.740,-0.905,-0.120,97.222,2.778,261.111,875.000,66.667,f
40,-0.305,0.015,-0.070,188.889,108.333,388.889,686.111,188.889,/
41,-0.255,0.260,0.010,194.444,91.667,375.000,800.000,113.889,/
42,-0.200,0.240,0.100,186.111,116.667,402.778,861.111,61.111,/
43,-0.205,0.215,-0.005,175.000,105.556,391.667,833.333,27.778,/
44,-0.235,0.365,0.075,188.889,100.000,388.889,816.667,16.667,/
45,-0.075,1.280,-0.085,58.333,100.000,405.556,844.444,27.778,f
46,-0.030,0.940,0.035,125.000,100.000,100.000,766.667,77.778,f
47,-0.205,0.525,0.020,175.000,108.333,394.444,777.778,11.111,/
48,-0.225,0.730,0.070,166.667,97.222,375.000,772.222,5.556,/
49,-0.175,0.235,0.095,183.333,116.667,405.556,869.444,97.222,/
50,-0.185,0.085,0.035,172.222,108.333,386.111,841.667,27.778,/
51,-0.265,0.150,-0.085,188.889,91.667,377.778,811.111,30.556,/
52,-0.330,1.515,-0.360,191.667,100.000,388.889,808.333,2.778,f
53,-0.240,1.195,-0.190,58.333,97.222,394.444,838.889,30.556,f
54,-0.170,0.445,0.120,75.000,63.889,100.000,755.556,83.333,/
55,-0.170,0.085,0.005,188.889,91.667,377.778,780.556,25.000,/
56,-0.210,0.330,-0.030,197.222,111.111,391.667,822.222,41.667,/
57,-0.200,0.105,0.100,130.556,113.889,386.111,852.778,30.556,/
58,-0.150,0.405,0.105,188.889,105.556,394.444,825.000,27.778,/
59,-0.125,0.395,0.155,136.111,116.667,405.556,827.778,2.778,/
60,-0.100,1.285,-0.155,58.333,94.444,388.889,838.889,11.111,f
61,-0.020,0.910,0.110,66.667,97.222,372.222,758.333,80.556,f
62,-0.075,0.310,0.120,177.778,91.667,372.222,777.778,19.444,/
63,-0.170,0.215,-0.020,183.333,113.889,388.889,788.889,11.111,/
64,-0.255,0.265,-0.085,175.000,111.111,380.556,861.111,72.222,/
65,-0.360,0.240,-0.080,152.778,102.778,391.667,827.778,33.333,/
66,-0.355,0.145,-0.140,186.111,102.778,388.889,816.667,11.111,/
67,-0.315,0.955,-0.365,197.222,88.889,400.000,775.000,41.667,f
68,-0.260,1.305,-0.220,191.667,100.000,394.444,841.667,66.667,f
69,0.590,0.215,-0.245,75.000,69.444,327.778,866.667,25.000,f
70,-0.285,0.240,-0.085,152.778,105.556,388.889,700.000,166.667,/
71,-0.310,-0.010,-0.175,172.222,105.556,375.000,850.000,150.000,/
72,-0.365,-0.075,-0.075,188.889,105.556,388.889,850.000,0.000,/
73,-0.310,0.240,-0.020,197.222,97.222,372.222,808.333,41.667,/
74,-0.095,0.670,0.330,83.333,116.667,319.444,805.556,2.778,/
75,0.095,1.075,0.215,61.111,102.778,355.556,786.111,19.444,Q
76,0.590,1.140,0.290,72.222,108.333,394.444,822.222,36.111,Q
77,0.125,0.630,-0.065,94.444,75.000,127.778,758.333,63.889,Q
