id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.110,1.340,-0.510,141.667,113.889,380.556,661.111,130.556,N
2,-0.160,1.335,0.190,141.667,108.333,402.778,597.222,63.889,N
3,0.555,-2.435,0.780,38.889,2.778,205.556,397.222,200.000,V
4,0.165,1.640,-0.145,138.889,108.333,380.556,766.667,369.444,N
5,1.595,-1.640,0.070,36.111,0.000,225.000,530.556,236.111,V
6,0.235,1.625,-0.080,141.667,113.889,375.000,680.556,150.000,N
7,0.255,1.635,0.680,144.444,94.444,388.889,600.000,80.556,N
8,0.700,-2.445,0.655,33.333,2.778,202.778,383.333,216.667,V
9,-0.555,1.080,-0.845,130.556,108.333,386.111,766.667,383.333,N
10,-0.470,1.265,-0.555,141.667,111.111,405.556,616.667,150.000,N
11,-0.190,1.560,0.300,144.444,111.111,405.556,591.667,25.000,N
12,-0.265,0.695,0.875,58.333,100.000,308.333,358.333,233.333,V
13,0.270,1.875,0.125,133.333,113.889,380.556,816.667,458.333,N
14,0.505,2.030,0.320,144.444,113.889,350.000,594.444,222.222,N
15,0.650,2.065,0.375,141.667,94.444,350.000,577.778,16.667,N
16,0.695,1.995,0.310,144.444,116.667,375.000,594.444,16.667,N
17,0.620,1.960,0.120,147.222,102.778,358.333,602.778,8.333,N
18,0.375,1.665,0.150,144.444,111.111,405.556,597.222,5.556,N
19,0.700,-2.405,0.750,38.889,2.778,211.111,405.556,191.667,V
20,-0.060,1.390,-0.395,141.667,116.667,402.778,763.889,358.333,N
21,-0.270,1.410,-0.190,58.333,88.889,302.778,438.889,325.000,V
22,0.025,1.560,-0.300,136.111,97.222,347.222,733.333,294.444,N
23,0.025,1.520,-0.175,138.889,105.556,313.889,613.889,119.444,N
24,-0.175,1.225,-0.350,136.111,100.000,375.000,397.222,216.667,A
25,0.615,-2.620,0.725,38.889,2.778,222.222,508.333,111.111,V
26,0.015,1.475,-0.265,136.111,116.667,405.556,775.000,266.667,N
27,0.035,1.455,-0.265,138.889,100.000,347.222,580.556,194.444,N
28,0.040,1.420,-0.260,138.889,116.667,375.000,586.111,5.556,N
29,0.070,1.440,-0.235,141.667,116.667,375.000,600.000,13.889,N
30,0.075,1.455,-0.265,141.667,108.333,383.333,586.111,13.889,N
31,0.050,1.415,-0.260,138.889,111.111,400.000,580.556,5.556,N
32,0.055,1.470,-0.115,138.889,105.556,366.667,583.333,2.778,N
33,-0.115,1.580,-0.270,141.667,102.778,322.222,458.333,125.000,A
34,0.055,1.605,-0.225,136.111,116.667,380.556,652.778,194.444,N
35,0.090,1.630,0.170,138.889,111.111,405.556,597.222,55.556,N
36,0.765,-2.395,0.810,38.889,5.556,216.667,405.556,191.667,V
37,0.110,1.640,-0.155,133.333,113.889,380.556,763.889,358.333,N
38,0.190,1.670,-0.075,138.889,105.556,391.667,586.111,177.778,N
39,0.240,1.680,0.010,144.444,113.889,405.556,580.556,5.556,N
40,0.865,-2.185,0.945,36.111,2.778,213.889,419.444,161.111,V
41,0.200,1.645,-0.145,136.111,97.222,386.111,758.333,338.889,N
42,0.145,1.680,-0.160,138.889,111.111,383.333,583.333,175.000,N
43,0.125,1.730,-0.125,133.333,105.556,380.556,566.667,16.667,N
44,0.160,1.740,-0.060,136.111,116.667,405.556,580.556,13.889,N
45,0.335,2.095,-0.130,58.333,116.667,402.778,472.222,108.333,V
46,0.865,-2.110,0.590,41.667,2.778,216.667,666.667,194.444,V
47,0.590,-2.540,0.790,147.222,0.000,213.889,363.889,302.778,V
48,0.120,1.670,-0.220,136.111,105.556,383.333,816.667,452.778,N
49,1.570,-1.620,-0.080,36.111,2.778,230.556,502.778,313.889,V
