id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.145,-0.935,0.180,27.778,5.556,236.111,427.778,186.111,V
2,-0.230,0.850,-0.105,111.111,116.667,394.444,669.444,241.667,N
3,-0.055,1.005,-0.065,63.889,111.111,388.889,597.222,72.222,N
4,-0.045,1.040,-0.015,116.667,116.667,391.667,602.778,5.556,N
5,-0.005,1.005,-0.080,166.667,113.889,355.556,800.000,197.222,N
6,-0.050,0.950,-0.035,44.444,88.889,375.000,644.444,155.556,N
7,0.000,1.030,-0.040,44.444,91.667,288.889,583.333,61.111,N
8,-0.050,0.955,-0.080,72.222,94.444,327.778,613.889,30.556,N
9,-0.090,0.920,-0.120,141.667,100.000,355.556,719.444,105.556,N
10,-0.130,0.880,-0.145,44.444,88.889,325.000,669.444,50.000,N
11,-0.120,0.885,-0.150,91.667,100.000,388.889,661.111,8.333,N
12,-0.110,0.885,-0.165,158.333,108.333,327.778,719.444,58.333,N
13,-0.125,0.910,-0.185,197.222,97.222,291.667,605.556,113.889,N
14,-0.145,0.880,-0.200,47.222,97.222,291.667,583.333,22.222,N
15,-0.180,-1.000,0.285,77.778,0.000,202.778,463.889,119.444,V
16,-0.245,0.710,-0.190,38.889,86.111,380.556,861.111,397.222,N
17,-0.140,0.905,-0.155,80.556,116.667,394.444,638.889,222.222,N
18,-0.160,0.960,-0.155,102.778,97.222,358.333,594.444,44.444,N
19,-0.160,0.870,-0.200,180.556,111.111,341.667,638.889,44.444,N
20,-0.160,0.870,-0.160,108.333,100.000,388.889,830.556,191.667,N
21,-0.160,0.945,-0.190,138.889,100.000,372.222,663.889,166.667,N
22,-0.200,0.905,-0.205,100.000,116.667,358.333,744.444,80.556,N
23,-0.200,0.875,-0.285,97.222,97.222,377.778,547.222,197.222,N
24,-0.190,0.860,-0.120,97.222,113.889,372.222,733.333,186.111,N
25,-0.145,0.980,-0.135,119.444,113.889,372.222,755.556,22.222,N
26,-0.060,-0.590,0.145,30.556,5.556,186.111,463.889,291.667,V
27,-0.200,0.740,-0.145,183.333,108.333,372.222,580.556,116.667,N
28,-0.120,0.930,-0.100,55.556,102.778,327.778,575.000,5.556,N
29,-0.075,0.910,-0.095,75.000,102.778,327.778,666.667,91.667,N
30,-0.075,1.050,-0.095,122.222,94.444,380.556,630.556,36.111,N
31,-0.100,0.985,-0.125,69.444,113.889,388.889,563.889,66.667,N
32,-0.115,0.870,-0.165,108.333,86.111,377.778,625.000,61.111,N
33,-0.060,-0.480,0.135,22.222,8.333,225.000,758.333,133.333,F
34,-0.150,0.925,-0.125,172.222,111.111,322.222,788.889,30.556,N
35,-0.115,0.905,-0.150,52.778,88.889,380.556,750.000,38.889,N
36,-0.150,0.920,-0.290,61.111,97.222,308.333,575.000,175.000,N
37,-0.275,0.735,-0.210,44.444,94.444,375.000,630.556,55.556,N
