id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.240,0.810,-0.270,133.333,47.222,352.778,788.889,22.222,N
2,-0.230,0.820,-0.305,183.333,41.667,344.444,791.667,2.778,N
3,-0.195,0.885,-0.280,138.889,44.444,372.222,788.889,2.778,N
4,-0.200,0.945,-0.270,138.889,44.444,366.667,816.667,27.778,N
5,-0.205,0.845,-0.305,163.889,41.667,369.444,652.778,163.889,A
6,-0.255,0.845,-0.355,152.778,50.000,372.222,994.444,341.667,N
7,-0.245,0.890,-0.285,138.889,41.667,372.222,844.444,150.000,N
8,-0.195,0.925,-0.250,130.556,41.667,366.667,811.111,33.333,N
9,-0.170,0.820,-0.245,130.556,41.667,358.333,788.889,22.222,N
10,-0.205,0.835,-0.285,169.444,41.667,372.222,772.222,16.667,N
11,-0.190,0.885,-0.245,141.667,41.667,363.889,838.889,66.667,N
12,-0.175,0.860,-0.260,147.222,47.222,363.889,855.556,16.667,N
13,-0.205,0.795,-0.300,138.889,47.222,375.000,822.222,33.333,N
14,-0.230,0.815,-0.330,177.778,47.222,361.111,827.778,5.556,N
15,-0.220,0.890,-0.265,169.444,44.444,355.556,822.222,5.556,N
16,-0.185,0.820,-0.265,127.778,38.889,358.333,794.444,27.778,N
17,-0.215,0.925,-0.300,130.556,55.556,352.778,797.222,2.778,N
18,-0.225,0.895,-0.280,169.444,41.667,352.778,791.667,5.556,N
19,-0.190,0.955,-0.285,186.111,44.444,369.444,822.222,30.556,N
20,-0.200,0.875,-0.275,144.444,44.444,363.889,869.444,47.222,N
21,-0.215,0.840,-0.295,144.444,44.444,372.222,822.222,47.222,N
22,-0.230,0.935,-0.245,141.667,41.667,372.222,786.111,36.111,N
23,-0.190,0.930,-0.255,133.333,55.556,369.444,791.667,5.556,N
24,-0.190,0.880,-0.305,177.778,41.667,338.889,775.000,16.667,N
25,-0.220,0.920,-0.320,186.111,44.444,372.222,786.111,11.111,N
26,-0.240,0.855,-0.335,133.333,50.000,366.667,811.111,25.000,N
27,-0.280,0.845,-0.370,136.111,41.667,358.333,816.667,5.556,N
28,-0.295,0.725,-0.425,141.667,44.444,366.667,827.778,11.111,N
29,-0.315,0.800,-0.365,172.222,47.222,369.444,844.444,16.667,N
30,-0.255,1.005,-0.320,130.556,47.222,361.111,805.556,38.889,N
31,-0.230,0.855,-0.305,133.333,41.667,358.333,775.000,30.556,N
32,-0.255,0.795,-0.325,169.444,47.222,375.000,800.000,25.000,N
33,-0.275,0.850,-0.335,138.889,44.444,366.667,788.889,11.111,N
34,-0.240,0.955,-0.335,150.000,44.444,363.889,858.333,69.444,N
35,-0.255,0.835,-0.340,188.889,47.222,369.444,841.667,16.667,N
36,-0.290,0.795,-0.325,177.778,41.667,355.556,825.000,16.667,N
37,-0.270,0.885,-0.320,130.556,44.444,369.444,802.778,22.222,N
38,-0.210,1.050,-0.300,136.111,44.444,341.667,836.111,33.333,N
39,-0.225,0.850,-0.315,144.444,36.111,344.444,791.667,44.444,N
40,-0.285,0.820,-0.380,138.889,52.778,366.667,788.889,2.778,N
41,-0.290,0.850,-0.375,186.111,44.444,369.444,819.444,30.556,N
42,-0.270,0.885,-0.355,136.111,47.222,372.222,844.444,25.000,N
43,-0.250,0.810,-0.360,150.000,55.556,372.222,880.556,36.111,N
44,-0.265,0.835,-0.330,172.222,41.667,361.111,822.222,58.333,N
45,-0.225,0.930,-0.295,163.889,50.000,361.111,777.778,44.444,N
46,-0.190,0.925,-0.305,180.556,41.667,358.333,802.778,25.000,N
47,-0.205,0.770,-0.345,125.000,41.667,363.889,811.111,8.333,N
48,-0.300,0.735,-0.360,169.444,44.444,369.444,797.222,13.889,N
