id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.275,-1.080,-0.195,88.889,5.556,344.444,675.000,777.778,V
2,-0.110,0.775,0.070,55.556,77.778,380.556,1416.667,741.667,R
3,0.225,-0.995,-0.375,38.889,5.556,347.222,647.222,769.444,V
4,-0.095,0.770,0.065,69.444,83.333,386.111,1447.222,800.000,R
5,0.200,-1.105,-0.255,83.333,8.333,347.222,697.222,750.000,V
6,-0.105,0.750,0.040,52.778,86.111,388.889,1438.889,741.667,R
7,0.245,-1.030,-0.180,86.111,2.778,344.444,683.333,755.556,V
8,-0.080,0.765,0.095,94.444,72.222,377.778,1388.889,705.556,R
9,0.245,-0.995,-0.220,91.667,2.778,347.222,652.778,736.111,V
10,-0.035,0.820,0.085,80.556,86.111,383.333,1513.889,861.111,R
11,0.265,-0.960,-0.185,91.667,5.556,347.222,700.000,813.889,V
12,-0.040,0.800,0.100,58.333,88.889,369.444,1444.444,744.444,R
13,0.260,-0.875,-0.175,83.333,0.000,347.222,663.889,780.556,V
14,-0.015,0.815,0.120,61.111,80.556,375.000,1422.222,758.333,R
15,0.275,-0.815,-0.300,83.333,8.333,344.444,688.889,733.333,V
16,0.005,0.830,0.140,72.222,94.444,388.889,1475.000,786.111,R
17,0.320,-0.855,-0.165,91.667,2.778,341.667,700.000,775.000,V
18,0.075,0.850,0.205,58.333,91.667,386.111,1413.889,713.889,R
19,0.375,-0.695,-0.195,80.556,5.556,347.222,658.333,755.556,V
20,0.040,0.865,0.290,88.889,86.111,388.889,1388.889,730.556,R
21,0.550,-0.580,0.360,69.444,5.556,347.222,713.889,675.000,V
22,-0.130,0.670,0.335,55.556,88.889,391.667,1447.222,733.333,R
23,0.750,-0.265,-0.065,50.000,52.778,347.222,688.889,758.333,V
24,0.015,0.705,0.135,72.222,91.667,394.444,1350.000,661.111,R
25,0.285,-0.900,-0.090,91.667,0.000,341.667,686.111,663.889,V
26,0.005,0.750,0.195,61.111,80.556,372.222,1369.444,683.333,R
27,0.335,-0.830,-0.150,86.111,2.778,344.444,694.444,675.000,V
28,-0.045,0.630,0.120,58.333,80.556,375.000,1419.444,725.000,R
29,0.235,-0.620,-0.315,105.556,58.333,347.222,691.667,727.778,V
30,-0.020,0.655,0.200,69.444,83.333,372.222,1383.333,691.667,R
31,0.410,-0.605,-0.075,47.222,8.333,330.556,663.889,719.444,V
32,0.055,0.760,0.145,58.333,94.444,388.889,1388.889,725.000,R
33,0.310,-0.840,0.200,52.778,2.778,347.222,733.333,655.556,V
34,0.240,0.475,-0.050,58.333,111.111,355.556,411.111,322.222,V
35,-0.095,-1.090,0.265,58.333,2.778,341.667,1025.000,613.889,L
36,0.580,0.370,-0.055,155.556,80.556,88.889,694.444,330.556,V
37,-0.145,0.795,0.480,58.333,116.667,405.556,438.889,255.556,V
38,0.055,1.210,-0.360,58.333,108.333,397.222,383.333,55.556,V
39,-0.085,-1.100,0.350,61.111,0.000,319.444,719.444,336.111,L
40,0.350,0.385,0.505,77.778,55.556,125.000,397.222,322.222,!
41,-0.195,-0.665,0.155,83.333,2.778,255.556,636.111,238.889,!
42,0.155,-1.075,0.405,91.667,2.778,241.667,344.444,291.667,!
43,0.405,-0.930,0.595,94.444,11.111,250.000,333.333,11.111,!
44,0.595,-0.825,0.600,77.778,0.000,291.667,333.333,0.000,!
45,0.600,-0.640,0.205,66.667,2.778,302.778,358.333,25.000,!
46,0.205,-0.300,0.115,63.889,5.556,219.444,366.667,8.333,!
47,0.115,-0.850,0.330,127.778,13.889,236.111,341.667,25.000,!
48,0.330,-0.270,0.465,102.778,55.556,233.333,325.000,16.667,!
49,0.465,-0.735,0.635,169.444,16.667,152.778,408.333,83.333,!
50,0.635,-0.370,0.620,147.222,33.333,186.111,302.778,105.556,!
51,0.620,-0.340,0.525,155.556,52.778,180.556,341.667,38.889,!
52,0.525,-0.470,0.540,163.889,41.667,169.444,344.444,2.778,!
53,0.540,-0.620,0.485,166.667,22.222,163.889,336.111,8.333,!
54,0.485,-0.800,0.455,150.000,11.111,150.000,313.889,22.222,!
55,0.455,-0.865,0.505,169.444,5.556,150.000,319.444,5.556,!
56,0.505,-0.390,0.640,125.000,36.111,238.889,275.000,44.444,!
57,0.640,-0.890,0.640,69.444,13.889,258.333,311.111,36.111,!
58,0.640,-0.675,0.605,58.333,33.333,275.000,316.667,5.556,!
59,0.605,-0.640,0.840,52.778,55.556,344.444,330.556,13.889,!
60,0.840,-0.840,0.445,108.333,50.000,227.778,452.778,122.222,!
61,0.445,-0.495,0.385,125.000,27.778,202.778,355.556,97.222,!
62,0.230,-0.670,0.580,197.222,8.333,100.000,452.778,97.222,!
63,0.530,-0.405,0.725,197.222,38.889,147.222,302.778,150.000,!
64,0.725,-0.555,0.790,163.889,30.556,188.889,311.111,8.333,!
65,0.790,-0.835,0.780,163.889,8.333,183.333,352.778,41.667,!
66,0.780,-0.765,1.155,147.222,16.667,286.111,330.556,22.222,!
67,1.155,-0.715,1.170,147.222,8.333,327.778,433.333,102.778,!
68,1.170,0.215,-0.115,25.000,19.444,258.333,344.444,88.889,!
69,-0.180,-0.135,-0.125,63.889,113.889,322.222,261.111,83.333,]
70,-0.035,0.645,0.265,119.444,80.556,391.667,1319.444,1058.333,R
71,-0.025,-0.945,0.330,197.222,2.778,230.556,680.556,638.889,V
72,-0.375,0.420,0.035,63.889,88.889,388.889,1413.889,733.333,R
73,0.000,0.070,0.315,58.333,61.111,238.889,377.778,1036.111,!
74,0.315,-1.725,0.285,147.222,8.333,225.000,336.111,41.667,!
75,0.285,-1.440,0.335,138.889,8.333,191.667,355.556,19.444,!
76,0.335,-1.285,0.620,122.222,11.111,180.556,313.889,41.667,!
77,0.620,-1.045,0.550,113.889,30.556,202.778,294.444,19.444,!
78,0.550,-1.015,0.665,113.889,30.556,188.889,316.667,22.222,!
79,0.665,-0.980,0.920,105.556,8.333,244.444,291.667,25.000,!
80,0.920,-0.815,0.755,86.111,11.111,247.222,330.556,38.889,!
81,0.755,-0.790,0.510,83.333,2.778,219.444,330.556,0.000,!
82,0.510,-0.580,0.330,83.333,16.667,225.000,300.000,30.556,!
83,0.330,-0.420,0.130,66.667,25.000,247.222,286.111,13.889,!
84,0.130,-0.385,0.530,61.111,13.889,238.889,308.333,22.222,!
85,0.530,-0.575,0.405,122.222,19.444,347.222,361.111,52.778,!
86,-0.285,-1.220,0.670,75.000,0.000,163.889,252.778,108.333,!
87,0.620,-1.080,0.765,175.000,30.556,188.889,366.667,113.889,!
88,0.765,-1.010,1.050,166.667,5.556,255.556,325.000,41.667,!
89,0.955,-1.495,0.495,197.222,2.778,163.889,488.889,163.889,!
90,0.495,0.230,0.020,180.556,58.333,58.333,341.667,147.222,]
91,-0.290,0.450,0.260,55.556,83.333,391.667,1072.222,730.556,R
92,0.420,-1.265,-0.040,191.667,2.778,341.667,738.889,333.333,V
93,-0.040,-0.400,-0.175,22.222,55.556,347.222,361.111,377.778,V
