id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,0.290,1.855,-0.310,58.333,116.667,330.556,594.444,166.667,F
2,-0.285,1.185,0.520,58.333,113.889,113.889,433.333,161.111,V
3,-0.080,1.520,0.220,122.222,80.556,288.889,911.111,477.778,N
4,0.195,1.645,0.560,58.333,116.667,116.667,547.222,363.889,V
5,0.035,1.645,0.920,58.333,116.667,116.667,558.333,11.111,V
6,0.080,1.630,0.345,127.778,86.111,291.667,780.556,222.222,N
7,0.095,1.350,1.945,91.667,-5658.333,-3716.667,550.000,230.556,V
8,-0.060,1.270,1.945,58.333,-6169.444,-4227.778,511.111,38.889,V
9,0.075,1.595,0.265,119.444,47.222,261.111,877.778,366.667,N
10,0.110,1.505,0.620,55.556,113.889,113.889,525.000,352.778,V
11,-0.125,1.560,0.620,58.333,116.667,116.667,508.333,16.667,V
12,0.050,1.600,0.320,136.111,83.333,277.778,752.778,244.444,N
13,0.070,1.420,1.945,58.333,-9416.667,-7475.000,583.333,169.444,V
14,0.085,1.670,0.400,58.333,116.667,116.667,541.667,41.667,V
15,0.090,1.720,0.295,133.333,58.333,269.444,777.778,236.111,N
16,0.405,1.905,-0.195,58.333,116.667,380.556,586.111,191.667,F
17,-0.140,1.180,0.970,58.333,116.667,116.667,458.333,127.778,V
18,0.015,1.530,0.235,125.000,97.222,275.000,841.667,383.333,N
19,0.565,1.800,-0.150,58.333,113.889,372.222,558.333,283.333,F
20,0.135,1.620,0.795,58.333,116.667,116.667,494.444,63.889,V
21,0.180,1.680,0.370,113.889,83.333,258.333,700.000,205.556,N
22,0.590,1.995,-0.140,58.333,116.667,391.667,605.556,94.444,F
23,-0.030,1.490,0.625,58.333,116.667,116.667,427.778,177.778,V
24,0.035,1.675,0.150,130.556,86.111,294.444,919.444,491.667,N
25,0.120,1.350,0.645,58.333,116.667,116.667,572.222,347.222,V
26,-0.120,1.315,0.850,58.333,116.667,116.667,552.778,19.444,V
27,-0.110,1.540,0.210,136.111,97.222,272.222,763.889,211.111,N
28,-0.025,2.250,0.025,116.667,97.222,322.222,547.222,216.667,F
29,0.080,1.765,0.615,58.333,111.111,111.111,458.333,88.889,V
30,0.140,1.765,0.470,133.333,102.778,275.000,633.333,175.000,N
31,0.055,1.660,0.445,86.111,108.333,291.667,500.000,133.333,N
32,0.260,2.050,-0.350,58.333,105.556,327.778,550.000,50.000,F
33,-0.190,1.020,-0.320,127.778,88.889,272.222,563.889,13.889,N
34,-0.395,1.105,0.010,130.556,50.000,277.778,558.333,5.556,N
35,-0.100,1.950,0.320,141.667,113.889,291.667,544.444,13.889,N
36,0.520,2.050,0.855,66.667,116.667,116.667,472.222,72.222,V
37,0.625,1.985,0.880,147.222,80.556,294.444,597.222,125.000,N
38,0.635,1.740,0.440,144.444,50.000,275.000,541.667,55.556,N
39,0.325,1.705,0.065,138.889,83.333,258.333,541.667,0.000,N
40,0.140,1.645,0.030,58.333,116.667,116.667,458.333,83.333,V
