id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.625,0.175,-0.940,166.667,100.000,375.000,850.000,2.778,R
2,-0.790,0.205,-0.875,175.000,116.667,405.556,844.444,5.556,R
3,-0.605,0.130,-0.775,161.111,94.444,388.889,841.667,2.778,R
4,-0.620,0.180,-0.820,169.444,97.222,386.111,811.111,30.556,R
5,-0.600,0.185,-0.765,197.222,91.667,380.556,822.222,11.111,R
6,-0.670,0.245,-0.845,172.222,91.667,388.889,833.333,11.111,R
7,-0.680,0.095,-0.805,166.667,97.222,377.778,808.333,25.000,R
8,-0.715,0.190,-0.955,183.333,94.444,380.556,800.000,8.333,R
9,-0.935,-0.100,-0.835,169.444,97.222,-9302.778,861.111,61.111,R
10,-0.940,-0.140,-0.835,163.889,97.222,-10166.667,861.111,0.000,R
11,-0.860,-0.065,-0.835,166.667,91.667,-11005.556,844.444,16.667,R
12,-0.750,0.045,-0.930,172.222,91.667,380.556,844.444,0.000,R
13,-0.540,0.415,-0.665,161.111,88.889,372.222,827.778,16.667,R
14,-0.495,0.310,-0.735,175.000,105.556,405.556,841.667,13.889,R
15,-0.570,0.320,-0.760,163.889,83.333,369.444,800.000,41.667,R
16,-0.630,0.215,-0.855,197.222,83.333,388.889,813.889,13.889,R
17,-0.775,-0.030,-0.835,197.222,77.778,-15969.444,827.778,13.889,R
18,-0.825,-0.080,-0.910,197.222,102.778,383.333,819.444,8.333,R
19,-0.835,-0.170,-0.835,17641.667,88.889,-17602.778,816.667,2.778,R
20,-0.835,-0.165,-0.835,18455.556,97.222,-18413.889,813.889,2.778,R
21,-0.895,0.035,-0.835,161.111,94.444,-19205.556,791.667,22.222,R
22,-0.835,0.235,-0.835,175.000,102.778,-19994.444,794.444,2.778,R
23,-0.820,0.320,-0.845,166.667,100.000,380.556,808.333,13.889,R
24,-0.665,0.245,-0.860,172.222,100.000,388.889,797.222,11.111,R
25,-0.655,0.355,-0.820,163.889,100.000,383.333,802.778,5.556,R
26,-0.635,0.460,-0.810,177.778,91.667,391.667,822.222,19.444,R
27,-0.605,0.360,-0.815,169.444,100.000,394.444,794.444,27.778,R
28,-0.590,0.345,-0.805,175.000,91.667,369.444,838.889,44.444,R
29,-0.565,0.480,-0.790,180.556,83.333,383.333,833.333,5.556,R
30,-0.605,0.500,-0.845,169.444,97.222,380.556,830.556,2.778,R
31,-0.640,0.375,-0.875,172.222,91.667,377.778,861.111,30.556,R
32,-0.615,0.450,-0.830,175.000,88.889,372.222,841.667,19.444,R
33,-0.595,0.590,-0.765,172.222,80.556,380.556,838.889,2.778,R
34,-0.545,0.505,-0.830,175.000,94.444,377.778,858.333,19.444,R
35,0.825,-1.585,-0.465,55.556,0.000,30.556,713.889,144.444,V
36,-0.540,0.605,-0.770,166.667,86.111,380.556,936.111,222.222,R
37,-0.605,0.460,-0.840,169.444,97.222,380.556,844.444,91.667,R
38,-0.615,0.450,-0.855,172.222,105.556,405.556,844.444,0.000,R
39,-0.615,0.625,-0.885,180.556,86.111,388.889,841.667,2.778,R
40,-0.645,0.520,-0.925,177.778,97.222,386.111,836.111,5.556,R
41,-0.685,0.410,-0.930,197.222,102.778,391.667,841.667,5.556,R
42,-0.665,0.640,-0.985,175.000,97.222,175.000,836.111,5.556,R
43,-0.750,0.340,-0.700,172.222,100.000,383.333,827.778,8.333,R
44,-0.380,0.385,-0.570,163.889,100.000,372.222,813.889,13.889,R
45,-0.365,0.560,-0.555,175.000,97.222,386.111,780.556,33.333,R
46,-0.340,0.735,-0.635,163.889,91.667,355.556,800.000,19.444,R
47,-0.560,0.190,-0.835,194.444,94.444,-40619.444,775.000,25.000,R
48,-0.835,0.145,-0.835,41433.333,100.000,-41388.889,772.222,2.778,R
49,-0.815,0.375,-0.835,172.222,86.111,-42205.556,813.889,41.667,R
50,-0.725,0.525,-0.920,197.222,94.444,394.444,800.000,13.889,R
51,-0.715,0.460,-0.875,163.889,94.444,383.333,811.111,11.111,R
52,-0.615,0.600,-0.840,175.000,100.000,383.333,836.111,25.000,R
53,-0.555,0.480,-0.795,197.222,88.889,391.667,841.667,5.556,R
54,-0.480,0.675,-0.655,175.000,91.667,383.333,855.556,13.889,R
55,-0.450,0.735,-0.665,175.000,91.667,383.333,847.222,8.333,R
56,-0.465,0.495,-0.740,194.444,91.667,383.333,852.778,5.556,R
57,-0.555,0.410,-0.770,169.444,86.111,372.222,858.333,5.556,R
58,-0.465,0.625,-0.720,172.222,94.444,369.444,863.889,5.556,R
59,-0.450,0.750,-0.690,169.444,91.667,375.000,861.111,2.778,R
60,-0.510,0.505,-0.750,172.222,91.667,391.667,847.222,13.889,R
61,-0.520,0.410,-0.755,166.667,91.667,380.556,850.000,2.778,R
62,-0.500,0.610,-0.775,172.222,91.667,375.000,841.667,8.333,R
63,-0.590,0.575,-0.885,169.444,86.111,372.222,838.889,2.778,R
64,-0.665,0.250,-0.980,169.444,75.000,386.111,838.889,0.000,R
65,-0.770,0.160,-0.975,166.667,86.111,380.556,816.667,22.222,R
66,-0.820,0.140,-0.835,169.444,83.333,-56516.667,847.222,30.556,R
67,-0.710,0.380,-0.865,158.333,94.444,383.333,819.444,27.778,R
68,-0.545,0.465,-0.710,166.667,91.667,377.778,838.889,19.444,R
69,-0.470,0.610,-0.715,172.222,91.667,383.333,861.111,22.222,R
70,-0.475,0.495,-0.710,197.222,83.333,375.000,830.556,30.556,R
71,-0.410,0.460,-0.655,166.667,88.889,383.333,838.889,8.333,R
72,-0.450,0.475,-0.690,180.556,94.444,388.889,855.556,16.667,R
73,-0.545,0.360,-0.720,166.667,83.333,383.333,827.778,27.778,R
74,-0.510,0.490,-0.620,169.444,86.111,383.333,841.667,13.889,R
75,-0.500,0.360,-0.705,169.444,88.889,388.889,830.556,11.111,R
76,-0.490,0.540,-0.730,166.667,83.333,366.667,825.000,5.556,R
77,-0.560,0.415,-0.735,166.667,97.222,380.556,816.667,8.333,R
78,-0.540,0.370,-0.755,172.222,100.000,386.111,836.111,19.444,R
79,-0.545,0.325,-0.765,166.667,102.778,377.778,844.444,8.333,R
80,-0.645,0.335,-0.940,175.000,100.000,383.333,816.667,27.778,R
81,-0.740,0.195,-0.925,169.444,83.333,386.111,825.000,8.333,R
82,-0.725,0.180,-0.915,175.000,88.889,380.556,850.000,25.000,R
83,-0.665,0.205,-0.815,175.000,91.667,391.667,844.444,5.556,R
84,-0.560,0.370,-0.760,166.667,100.000,383.333,838.889,5.556,R
85,-0.515,0.410,-0.700,177.778,100.000,386.111,841.667,2.778,R
86,-0.480,0.440,-0.725,172.222,83.333,386.111,825.000,16.667,R
87,-0.580,0.315,-0.830,197.222,83.333,363.889,830.556,5.556,R
88,-0.605,0.375,-0.840,175.000,83.333,386.111,838.889,8.333,R
89,-0.625,0.270,-0.770,197.222,80.556,386.111,838.889,0.000,R
90,-0.595,0.230,-0.795,172.222,86.111,388.889,825.000,13.889,R
91,-0.590,0.430,-0.825,169.444,94.444,375.000,827.778,2.778,R
