id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.735,-0.115,-0.765,136.111,83.333,383.333,688.889,38.889,N
2,-0.765,-0.185,-0.870,147.222,61.111,352.778,713.889,25.000,N
3,-0.810,-0.095,-0.780,147.222,77.778,388.889,677.778,36.111,N
4,-0.740,-0.060,-0.795,144.444,77.778,377.778,708.333,30.556,N
5,-0.765,-0.120,-0.900,144.444,88.889,405.556,675.000,33.333,N
6,-0.875,-0.240,-0.895,141.667,69.444,383.333,711.111,36.111,N
7,-0.825,-0.195,-0.770,138.889,86.111,386.111,680.556,30.556,N
8,-0.735,-0.135,-0.725,138.889,75.000,386.111,661.111,19.444,N
9,-0.745,-0.045,-0.695,150.000,72.222,380.556,694.444,33.333,N
10,-0.595,0.095,-0.565,147.222,83.333,405.556,688.889,5.556,N
11,-0.495,0.170,-0.550,136.111,83.333,380.556,691.667,2.778,N
12,-0.510,0.120,-0.580,147.222,63.889,380.556,680.556,11.111,N
13,-0.540,0.060,-0.625,141.667,83.333,386.111,691.667,11.111,N
14,-0.600,0.015,-0.625,136.111,83.333,388.889,688.889,2.778,N
15,-0.625,-0.060,-0.645,144.444,61.111,380.556,691.667,2.778,N
16,-0.665,-0.080,-0.675,141.667,80.556,383.333,711.111,19.444,N
17,-0.680,-0.095,-0.715,150.000,86.111,380.556,686.111,25.000,N
18,-0.705,-0.090,-0.725,138.889,80.556,377.778,688.889,2.778,N
19,-0.670,-0.030,-0.710,144.444,86.111,402.778,672.222,16.667,N
20,-0.635,0.020,-0.685,141.667,61.111,380.556,711.111,38.889,N
21,-0.640,-0.010,-0.720,144.444,86.111,383.333,688.889,22.222,N
22,-0.675,-0.040,-0.705,144.444,63.889,377.778,677.778,11.111,N
23,-0.650,-0.075,-0.700,150.000,72.222,391.667,700.000,22.222,N
24,-0.650,-0.055,-0.695,144.444,86.111,380.556,691.667,8.333,N
25,-0.660,-0.125,-0.720,144.444,61.111,358.333,700.000,8.333,N
26,-0.690,-0.135,-0.705,147.222,58.333,377.778,708.333,8.333,N
27,-0.695,-0.125,-0.725,144.444,86.111,383.333,722.222,13.889,N
28,-0.705,-0.140,-0.760,144.444,61.111,355.556,711.111,11.111,N
29,-0.745,-0.160,-0.755,150.000,66.667,386.111,705.556,5.556,N
30,-0.725,-0.095,-0.735,152.778,61.111,377.778,730.556,25.000,N
31,-0.690,-0.005,-0.715,150.000,69.444,380.556,708.333,22.222,N
32,-0.685,-0.015,-0.705,141.667,72.222,380.556,702.778,5.556,N
33,-0.665,-0.050,-0.685,150.000,63.889,380.556,694.444,8.333,N
34,-0.630,-0.040,-0.705,147.222,88.889,383.333,722.222,27.778,N
35,-0.690,-0.090,-0.740,155.556,66.667,386.111,711.111,11.111,N
36,-0.735,-0.055,-0.735,150.000,72.222,386.111,702.778,8.333,N
37,-0.665,0.025,-0.655,150.000,63.889,383.333,730.556,27.778,N
38,-0.605,0.150,-0.650,144.444,77.778,383.333,708.333,22.222,N
39,-0.605,0.065,-0.655,150.000,63.889,375.000,694.444,13.889,N
40,-0.625,0.050,-0.680,150.000,80.556,386.111,713.889,19.444,N
41,-0.660,-0.050,-0.725,150.000,69.444,375.000,722.222,8.333,N
42,-0.705,-0.085,-0.765,147.222,77.778,372.222,716.667,5.556,N
43,-0.735,-0.095,-0.675,147.222,66.667,388.889,680.556,36.111,N
44,-0.610,0.070,-0.580,147.222,72.222,380.556,741.667,61.111,N
45,-0.530,0.080,-0.595,147.222,86.111,386.111,680.556,61.111,N
46,-0.540,0.060,-0.590,144.444,63.889,383.333,708.333,27.778,N
47,-0.590,0.030,-0.665,155.556,80.556,391.667,716.667,8.333,N
48,-0.625,-0.030,-0.695,141.667,86.111,386.111,708.333,8.333,N
49,-0.665,-0.075,-0.655,147.222,86.111,383.333,702.778,5.556,N
50,-0.645,-0.040,-0.695,141.667,83.333,388.889,697.222,5.556,N
51,-0.695,-0.100,-0.800,144.444,80.556,383.333,730.556,33.333,N
52,-0.825,-0.215,-0.835,144.444,77.778,388.889,694.444,36.111,N
53,-0.815,-0.220,-0.795,141.667,69.444,347.222,697.222,2.778,N
54,-0.705,-0.150,-0.725,144.444,102.778,400.000,680.556,16.667,N
55,-0.765,-0.075,-0.755,136.111,72.222,377.778,688.889,8.333,N
56,-0.745,-0.035,-0.715,141.667,75.000,388.889,697.222,8.333,N
57,-0.695,0.050,-0.715,141.667,75.000,383.333,675.000,22.222,N
58,-0.640,0.060,-0.645,150.000,66.667,377.778,722.222,47.222,N
59,-0.625,0.015,-0.690,144.444,55.556,350.000,691.667,30.556,N
60,-0.645,-0.030,-0.695,144.444,88.889,383.333,694.444,2.778,N
61,-0.690,-0.070,-0.765,150.000,58.333,375.000,708.333,13.889,N
62,-0.790,-0.090,-0.800,144.444,66.667,377.778,708.333,0.000,N
63,-0.770,0.030,-0.615,147.222,83.333,386.111,719.444,11.111,N
64,-0.585,0.135,-0.670,141.667,83.333,386.111,697.222,22.222,N
65,-0.630,0.040,-0.715,150.000,58.333,355.556,708.333,11.111,N
66,-0.675,-0.005,-0.700,138.889,83.333,386.111,688.889,19.444,N
67,-0.675,-0.045,-0.695,144.444,83.333,386.111,702.778,13.889,N
68,-0.645,-0.040,-0.680,147.222,61.111,375.000,708.333,5.556,N
69,-0.655,-0.040,-0.675,138.889,77.778,358.333,719.444,11.111,N
