id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.140,1.900,0.210,127.778,61.111,275.000,541.667,83.333,N
2,-0.185,2.055,0.340,136.111,61.111,291.667,555.556,13.889,N
3,-0.100,1.880,0.115,136.111,61.111,286.111,563.889,8.333,N
4,-0.250,1.825,0.115,127.778,63.889,286.111,544.444,19.444,N
5,-0.215,1.820,0.115,127.778,58.333,269.444,538.889,5.556,N
6,-0.235,1.820,0.205,133.333,61.111,277.778,525.000,13.889,N
7,-0.170,1.860,0.085,122.222,61.111,280.556,538.889,13.889,N
8,-0.220,1.955,0.095,136.111,63.889,277.778,550.000,11.111,N
9,-0.240,1.790,0.240,130.556,61.111,272.222,525.000,25.000,N
10,-0.235,1.830,0.110,133.333,61.111,286.111,547.222,22.222,N
11,-0.265,1.915,-0.005,136.111,63.889,297.222,552.778,5.556,N
12,-0.340,1.740,0.105,136.111,63.889,272.222,555.556,2.778,N
13,-0.220,1.830,0.160,125.000,63.889,275.000,525.000,30.556,N
14,-0.270,1.905,0.050,130.556,58.333,269.444,550.000,25.000,N
15,-0.340,1.830,0.045,125.000,63.889,280.556,525.000,25.000,N
16,-0.350,1.845,0.190,130.556,66.667,283.333,541.667,16.667,N
17,-0.295,1.790,0.060,136.111,63.889,291.667,563.889,22.222,N
18,-0.295,1.855,0.130,133.333,61.111,280.556,558.333,5.556,N
19,-0.285,1.775,0.135,127.778,63.889,288.889,536.111,22.222,N
20,-0.335,1.895,0.045,133.333,58.333,261.111,558.333,22.222,N
21,-0.305,1.825,0.080,130.556,61.111,286.111,530.556,27.778,N
22,-0.285,1.925,0.175,130.556,58.333,272.222,536.111,5.556,N
23,-0.175,1.935,0.205,133.333,63.889,277.778,530.556,5.556,N
24,-0.250,1.985,0.095,125.000,61.111,286.111,544.444,13.889,N
25,-0.250,1.865,0.130,138.889,63.889,286.111,561.111,16.667,N
26,-0.230,1.960,0.280,138.889,63.889,280.556,547.222,13.889,N
27,-0.150,1.845,0.130,133.333,58.333,258.333,555.556,8.333,N
28,-0.260,1.985,0.125,130.556,63.889,297.222,533.333,22.222,N
29,-0.210,1.910,0.205,133.333,61.111,269.444,536.111,2.778,N
30,-0.185,1.870,0.270,127.778,61.111,261.111,530.556,5.556,N
31,-0.190,1.765,0.145,136.111,91.667,305.556,544.444,13.889,N
32,-0.185,1.930,0.280,133.333,61.111,291.667,552.778,8.333,N
33,-0.110,1.950,0.315,130.556,58.333,275.000,552.778,0.000,N
34,-0.105,1.965,0.320,125.000,61.111,283.333,536.111,16.667,N
35,-0.120,1.960,0.220,122.222,58.333,272.222,552.778,16.667,N
36,-0.095,2.060,0.280,130.556,61.111,283.333,525.000,27.778,N
37,-0.080,1.965,0.285,130.556,61.111,277.778,536.111,11.111,N
38,-0.150,1.975,0.175,130.556,61.111,272.222,552.778,16.667,N
39,-0.125,1.940,0.150,125.000,61.111,277.778,536.111,16.667,N
40,-0.190,1.990,0.240,130.556,63.889,283.333,541.667,5.556,N
41,-0.120,2.040,0.350,136.111,63.889,291.667,541.667,0.000,N
42,-0.060,2.060,0.285,136.111,61.111,269.444,561.111,19.444,N
43,-0.085,1.945,0.170,130.556,63.889,283.333,552.778,8.333,N
44,-0.150,2.110,0.205,136.111,63.889,266.667,547.222,5.556,N
45,-0.150,1.980,0.315,125.000,61.111,269.444,525.000,22.222,N
46,-0.070,2.005,0.235,133.333,63.889,283.333,547.222,22.222,N
47,-0.130,1.860,0.175,130.556,66.667,300.000,555.556,8.333,N
48,-0.175,2.150,0.230,147.222,63.889,283.333,558.333,2.778,N
49,-0.120,1.790,0.210,122.222,58.333,272.222,533.333,25.000,N
50,-0.190,2.015,0.115,133.333,61.111,269.444,552.778,19.444,N
51,-0.215,1.885,0.140,133.333,63.889,277.778,525.000,27.778,N
52,-0.250,1.905,0.200,130.556,72.222,272.222,538.889,13.889,N
53,-0.235,1.865,0.055,127.778,66.667,294.444,538.889,0.000,N
54,-0.265,1.855,0.105,125.000,61.111,266.667,533.333,5.556,N
55,-0.210,2.050,0.280,138.889,66.667,280.556,538.889,5.556,N
56,-0.155,1.890,0.225,125.000,66.667,280.556,547.222,8.333,N
57,-0.150,2.010,0.170,133.333,63.889,277.778,563.889,16.667,N
58,-0.180,1.910,0.260,130.556,63.889,277.778,530.556,33.333,N
59,-0.145,1.905,0.300,127.778,66.667,272.222,538.889,8.333,N
60,-0.055,2.030,0.270,127.778,61.111,275.000,536.111,2.778,N
61,-0.055,2.005,0.250,130.556,63.889,277.778,541.667,5.556,N
62,-0.090,1.975,0.355,133.333,66.667,286.111,547.222,5.556,N
63,-0.045,1.985,0.250,136.111,69.444,291.667,561.111,13.889,N
64,-0.150,1.965,0.190,127.778,63.889,280.556,547.222,13.889,N
65,-0.110,2.090,0.230,133.333,63.889,269.444,550.000,2.778,N
66,-0.145,2.110,0.345,125.000,61.111,272.222,522.222,27.778,N
67,-0.015,2.055,0.390,125.000,58.333,263.889,538.889,16.667,N
68,-0.045,2.085,0.295,136.111,66.667,283.333,544.444,5.556,N
69,-0.055,2.095,0.240,133.333,61.111,280.556,547.222,2.778,N
70,-0.080,2.025,0.345,130.556,63.889,291.667,541.667,5.556,N
71,-0.010,2.085,0.335,127.778,61.111,261.111,544.444,2.778,N
72,-0.060,2.100,0.280,125.000,69.444,280.556,552.778,8.333,N
73,-0.045,2.120,0.270,130.556,58.333,266.667,541.667,11.111,N
74,-0.080,2.060,0.300,130.556,61.111,277.778,538.889,2.778,N
75,-0.040,2.165,0.385,127.778,58.333,269.444,525.000,13.889,N
76,-0.075,2.040,0.275,133.333,69.444,277.778,536.111,11.111,N
