id,Pamp,Ramp,Tamp,PR,QRS,QT,RRI,dRRI,label
1,-0.235,1.770,0.135,158.333,50.000,286.111,844.444,8.333,N
2,-0.240,1.820,0.130,161.111,50.000,294.444,838.889,5.556,N
3,-0.240,1.875,0.135,172.222,55.556,330.556,869.444,30.556,N
4,-0.235,1.700,0.120,161.111,52.778,305.556,922.222,52.778,N
5,-0.205,1.825,0.155,175.000,50.000,288.889,880.556,41.667,N
6,-0.220,1.785,0.170,158.333,55.556,305.556,833.333,47.222,N
7,-0.190,1.840,0.185,158.333,52.778,302.778,833.333,0.000,N
8,-0.160,1.795,0.140,161.111,55.556,316.667,841.667,8.333,N
9,-0.215,1.810,0.110,161.111,55.556,302.778,833.333,8.333,N
10,-0.245,1.580,0.055,169.444,58.333,311.111,852.778,19.444,N
11,-0.260,1.690,0.055,177.778,61.111,325.000,911.111,58.333,N
12,-0.290,1.660,0.030,180.556,55.556,308.333,908.333,2.778,N
13,-0.300,1.830,0.140,186.111,52.778,277.778,916.667,8.333,N
14,-0.145,1.890,0.165,186.111,52.778,280.556,877.778,38.889,N
15,-0.260,1.645,-0.005,197.222,55.556,308.333,902.778,25.000,N
16,-0.365,1.620,-0.045,183.333,50.000,311.111,866.667,36.111,N
17,-0.415,1.600,-0.045,166.667,52.778,311.111,900.000,33.333,N
18,-0.385,1.625,0.035,183.333,58.333,313.889,936.111,36.111,N
19,-0.280,1.860,0.135,177.778,55.556,305.556,888.889,47.222,N
20,-0.235,1.785,0.135,158.333,50.000,288.889,847.222,41.667,N
21,-0.195,1.690,0.160,163.889,52.778,280.556,841.667,5.556,N
22,-0.175,1.965,0.170,169.444,52.778,297.222,833.333,8.333,N
23,-0.180,1.880,0.175,163.889,58.333,302.778,877.778,44.444,N
24,-0.195,1.740,0.145,166.667,52.778,305.556,888.889,11.111,N
25,-0.180,1.725,0.175,177.778,55.556,325.000,894.444,5.556,N
26,-0.155,1.890,0.215,169.444,50.000,291.667,891.667,2.778,N
27,-0.165,1.950,0.215,152.778,47.222,286.111,836.111,55.556,N
28,-0.170,1.840,0.175,158.333,55.556,302.778,838.889,2.778,N
29,-0.140,1.830,0.215,163.889,55.556,302.778,833.333,5.556,N
30,-0.125,1.920,0.235,172.222,52.778,325.000,877.778,44.444,N
31,-0.155,1.815,0.160,169.444,52.778,322.222,883.333,5.556,N
32,-0.195,1.675,0.140,175.000,58.333,311.111,869.444,13.889,N
33,-0.145,1.785,0.190,175.000,58.333,305.556,869.444,0.000,N
34,-0.160,1.835,0.210,155.556,50.000,291.667,825.000,44.444,N
35,-0.155,1.885,0.165,155.556,50.000,288.889,786.111,38.889,N
